"","V1","pvalue","V3"
"79","35574_i_at","0.00650637424918484","-"
"80","35588_at","2.14593096576284e-06","-"
"81","36333_at","0.0155830771928068","+"
"82","36338_at","0.000172534224201218","+"
"83","36392_at","0.000192583631386049","-"
"84","36404_at","0.00944581511194658","+"
"85","36407_at","0.0199514972089753","+"
"86","32279_at","0.0244044643689032","+"
"87","32315_at","8.9031694204072e-08","+"
"88","32329_at","0.0267097408685188","+"
"89","32336_at","0.0199269403635478","+"
"90","32353_at","0.000110909020178558","-"
"91","32375_at","0.0118085042050671","+"
"92","32868_at","0.001545967535145","+"
"93","32872_at","0.00702568930764627","-"
"94","32875_at","0.00298521969324143","+"
"95","32878_f_at","3.09093852354458e-05","-"
"96","32887_at","0.00508309413077995","-"
"97","32891_at","0.0442583440786408","+"
"98","32951_g_at","0.00441283974262064","+"
"99","32959_at","0.00156835184293772","+"
"100","32960_at","0.00991183398596024","+"
"101","32971_at","0.0072454419509322","+"
"102","33493_at","0.00410932821755932","+"
"103","33569_at","0.0137836942599399","+"
"104","33944_at","0.000934039040152788","+"
"105","33952_at","0.0100315300263713","+"
"106","33989_f_at","0.00959721111488846","+"
"107","33999_f_at","0.0287275700534085","-"
"108","34425_at","0.0265803599768112","+"
"109","34446_at","0.00132584358694185","-"
"110","34449_at","0.0291340988291465","+"
"111","34469_at","0.00530912724773133","+"
"112","34485_r_at","0.00177775920833596","+"
"113","34503_at","0.0246020477566146","+"
"114","34505_at","0.000944386704915967","+"
"115","34518_at","0.0412526613902066","+"
"116","34524_at","0.00261993876224075","-"
"117","34912_at","0.0027305055762905","+"
"118","34915_at","0.0016257105078016","+"
"119","34934_at","0.0327559465542837","-"
"120","34937_at","0.00155509491697407","+"
"121","34950_at","0.000244142100030011","-"
"122","34979_at","0.000653551936798853","-"
"123","35003_at","0.00276675198067069","+"
"124","35013_at","0.0135743414662793","+"
"125","35411_at","0.000407018954120048","+"
"126","35450_s_at","0.00110288505618335","+"
"127","35475_at","0.0313301843371144","+"
"128","35485_at","0.00746012426703678","+"
"129","35864_at","0.0341381202209096","+"
"130","35866_at","0.0130442722296505","-"
"131","35873_at","0.000984946540900428","+"
"132","35876_s_at","0.0025986049344704","+"
"133","35896_at","0.000605508429761528","+"
"134","35905_s_at","0.00461937697848339","+"
"135","35926_s_at","0.0113371772641411","+"
"136","35937_at","0.00180536527182222","-"
"137","35941_f_at","0.0388969640740751","+"
"138","35961_at","0.0350807818503986","-"
"139","35972_at","0.0425788232620713","-"
"140","36213_at","0.0125822751169319","-"
"141","36239_at","0.00118680436500074","-"
"142","36244_at","0.0485203141764213","+"
"143","36262_at","0.0297011849109029","+"
"144","36266_at","0.0423341049130791","+"
"145","36287_at","0.00741560701899619","-"
"146","36715_at","0.000205849858486853","+"
"147","36741_at","0.00116419248100822","+"
"148","36742_at","0.0231169386744417","+"
"149","36765_at","0.000285260446482423","+"
"150","36773_f_at","0.000356836083217421","+"
"151","37059_at","0.0482531249833279","+"
"152","37074_at","0.0100763539856668","+"
"153","37082_at","0.0114858548852534","+"
"154","37089_at","5.59297900306471e-06","-"
"155","37106_at","0.0370091299479939","+"
"156","37138_at","0.000462956702109591","-"
"157","37146_at","0.00994772925646066","+"
"158","37159_at","0.00185968210159433","-"
"159","37420_i_at","7.77330419817755e-06","+"
"160","37442_at","0.0275425505262899","-"
"161","37451_at","0.00226861761987742","+"
"162","37458_at","0.00517556958263885","+"
"163","37474_at","0.0318876075909262","-"
"164","37487_at","6.03831260845551e-07","-"
"165","37506_at","0.000479311147490005","+"
"166","37508_f_at","1.49070898635514e-06","-"
"167","37509_at","0.0081468768805866","+"
"168","37510_at","0.0272915049721797","+"
"169","37779_at","0.00025367679049189","+"
"170","37814_g_at","0.00233725389126428","+"
"171","37816_at","0.0202627808018571","+"
"172","37825_at","0.00461105596848361","+"
"173","37845_at","2.03421664677674e-06","+"
"174","37887_at","0.0319684072339756","-"
"175","38142_at","2.17100168592125e-05","-"
"176","38157_at","0.0152401735533484","+"
"177","38189_s_at","0.00752458488164978","+"
"178","38190_r_at","0.00209681878821978","+"
"179","38200_at","0.0418412254547087","+"
"180","38213_at","0.000808992067022304","-"
"181","38228_g_at","0.0028023716116853","+"
"182","38241_at","0.00374335097082823","+"
"183","38242_at","5.30715444417393e-05","-"
"184","38243_at","0.00192644248648729","+"
"185","38501_s_at","0.0132102696598396","-"
"186","38518_at","0.00982485947035832","-"
"187","38521_at","2.60074318393788e-07","-"
"188","38527_at","0.0134776885758753","-"
"189","38556_at","8.82860694471943e-05","+"
"190","38564_at","0.0340540393474897","+"
"191","38566_at","0.00488800966306666","+"
"192","38568_at","0.0118715388144883","+"
"193","38575_at","0.0100849122644711","+"
"194","38597_f_at","0.00299652962018442","+"
"195","38604_at","0.0453718127935014","-"
"196","38858_at","0.00218393812844989","+"
"197","38864_at","0.00775539322918698","+"
"198","38877_s_at","0.00348890074734002","+"
"199","38892_at","6.71171617693451e-06","-"
"200","38908_s_at","0.000561002184920129","-"
"201","38910_at","0.0117441168182744","-"
"202","38923_at","1.92829615852158e-05","-"
"203","38924_s_at","0.0303117921633337","+"
"204","38936_at","8.35026604038447e-05","+"
"205","38942_r_at","0.000543589979233329","+"
"206","38955_at","0.0110458953272602","+"
"207","39217_at","0.0195803014899888","+"
"208","39224_at","0.0211863428087904","-"
"209","39243_s_at","6.88592097251656e-05","-"
"210","39255_at","0.0100648288453129","+"
"211","39261_at","0.0338368977899075","+"
"212","39286_at","0.000725010173077614","-"
"213","39288_at","0.0132999467043945","+"
"214","39306_at","0.0494664354276398","+"
"215","39318_at","4.45040630083796e-12","-"
"216","39323_at","0.00307999535257457","+"
"217","39566_at","0.000760700143700646","+"
"218","39568_g_at","0.0177047619829249","+"
"219","39569_at","0.00823929266362675","+"
"220","39598_at","3.62552774738545e-07","+"
"221","39607_at","0.00474390739283909","+"
"222","39637_at","0.00191562268386434","+"
"223","39638_at","0.00486709815682835","+"
"224","39653_at","0.0234095662601218","+"
"225","39666_at","0.000560663965165321","+"
"226","39680_at","0.000255506706137105","+"
"227","39931_at","3.29010779147714e-06","-"
"228","39963_at","0.047966058655099","+"
"229","39968_at","0.0136505424220588","+"
"230","39978_at","0.0004382611122331","+"
"231","39988_at","0.00431316164625966","+"
"232","40000_f_at","0.0016610574410476","-"
"233","40002_r_at","0.000762181012559154","-"
"234","40003_at","0.00188116067231133","+"
"235","40017_at","0.00692767555636253","+"
"236","40042_r_at","0.0313615551592755","+"
"237","40285_at","3.70811227863521e-08","-"
"238","40295_at","1.04210341122545e-05","+"
"239","40296_at","0.00730695400634676","-"
"240","40299_at","0.00482264346011208","+"
"241","40300_g_at","0.0321556751971002","+"
"242","40302_at","0.0246191953873237","+"
"243","40336_at","0.00522708165231462","+"
"244","40349_at","0.00424980909776592","+"
"245","40355_at","0.00551329327318846","+"
"246","40358_at","0.0157265517894518","-"
"247","40651_s_at","0.000750299754453064","+"
"248","40668_s_at","0.00576486613052103","+"
"249","40669_at","0.0126028858919403","+"
"250","40671_g_at","0.0493425457987988","+"
"251","40676_at","0.0036313965409128","-"
"252","40686_at","7.42825253450416e-06","+"
"253","40692_at","0.0213504048536534","+"
"254","40701_at","0.000323389030847824","-"
"255","40725_at","1.47901860286671e-05","-"
"256","40731_at","0.0170518417770837","+"
"257","40744_at","0.000531946539690332","-"
"258","41002_at","0.00182757075683769","+"
"259","41033_at","0.0347360616977168","+"
"260","41034_s_at","0.031128930636755","+"
"261","41056_at","0.0144251000614738","+"
"262","41057_at","0.00409988807530182","+"
"263","41068_at","1.83186329741057e-05","+"
"264","41077_at","0.000401299318308564","-"
"265","41078_at","2.68433233629713e-05","+"
"266","41083_at","0.0372579070760071","+"
"267","41091_at","5.30873707679935e-06","-"
"268","41110_at","3.04009258559142e-05","-"
"269","41115_s_at","0.0145380226616779","+"
"270","41117_s_at","0.00225437281796767","+"
"271","41366_at","0.000397764515174674","-"
"272","41374_at","0.0145936586302054","+"
"273","41375_at","0.0340495920776827","+"
"274","41393_at","0.0156930869560234","-"
"275","41407_at","0.040237325315862","+"
"276","41414_at","0.00514100444757406","+"
"277","41425_at","0.00777129231581812","-"
"278","41427_at","0.0284658261341866","+"
"279","41431_at","0.00308541632687344","-"
"280","41438_at","0.0432626101287394","+"
"281","41448_at","0.0202944933605186","+"
"282","41453_at","0.0472583612038329","+"
"283","41461_at","0.00645675794164741","+"
"284","41462_at","3.2126098845114e-10","-"
"285","41465_at","2.78461668143765e-05","-"
"286","41466_s_at","1.47649653310414e-06","-"
"287","41472_at","0.0169836985185359","-"
"288","41476_at","0.00709808507375143","-"
"289","41480_at","0.0420389066131128","-"
"290","41609_at","0.00126915041649648","-"
"291","41624_r_at","0.000897428209823335","+"
"292","41625_at","4.28323204505525e-06","-"
"293","41638_at","2.67770140448737e-05","+"
"294","41642_at","0.00257109482147042","-"
"295","41651_at","3.37906559998475e-08","-"
"296","41654_at","0.00274442943454976","+"
"297","41665_at","0.000586797520853384","-"
"298","41669_at","5.67272145331063e-07","-"
"299","41681_at","0.00166702880658488","-"
"300","41710_at","0.00348102995905272","+"
"301","41712_at","0.00130326519751626","-"
"302","41715_at","0.000161567709964846","-"
"303","41853_at","0.00231996771215818","-"
"304","41856_at","0.00998625040918712","+"
"305","41858_at","0.000843136941468605","-"
"306","31797_at","0.00102537732863211","-"
"307","31802_at","0.0031189422078524","-"
"308","31803_at","0.000323965415647522","+"
"309","31810_g_at","0.000123004140439778","+"
"310","31816_at","0.00591636604877756","+"
"311","31819_at","0.0134981261074134","+"
"312","31821_at","9.21360172130228e-05","-"
"313","31827_s_at","0.00265338127885222","+"
"314","31839_at","0.000533951485795778","+"
"315","31855_at","0.014841112225854","+"
"316","31863_at","0.0302493701003557","-"
"317","31866_at","0.000170770270589279","-"
"318","31867_at","7.68610146406299e-06","-"
"319","31872_at","0.0195403667303368","+"
"320","31873_at","0.00181798701150553","-"
"321","31877_at","0.00978643079790354","-"
"322","31879_at","0.000764795893936234","-"
"323","31890_s_at","0.000750370903438315","-"
"324","31903_at","0.00965545879189873","+"
"325","32025_at","0.000234268349846956","-"
"326","32029_at","0.0205147444458018","+"
"327","32040_i_at","0.0178865158774982","-"
"328","32049_f_at","0.0128177198547495","+"
"329","32064_at","3.44756004524714e-05","-"
"330","32070_at","0.0159885767416446","-"
"331","32078_at","0.0214575901448358","-"
"332","32080_at","0.00240814847414936","+"
"333","32082_at","0.015785759269333","+"
"334","32085_at","0.000221657260345338","-"
"335","32092_at","0.0178262749838475","+"
"336","32097_at","0.0483175741146934","+"
"337","32099_at","0.000190218024787313","+"
"338","32111_at","0.0388599090600945","-"
"339","32121_at","1.44860023789626e-06","-"
"340","32124_at","0.0473734184396327","+"
"341","32127_at","0.0220673690557315","-"
"342","32130_at","0.0173294932247341","+"
"343","32144_at","0.000314562584561128","-"
"344","32624_at","0.00112709507071552","-"
"345","32625_at","0.000155685468892034","-"
"346","32628_at","0.000159295172042384","-"
"347","32629_f_at","0.00322982841722614","-"
"348","32635_at","0.00687466514397616","+"
"349","32641_at","0.0441475203290366","+"
"350","32642_at","0.00669813650529732","+"
"351","32654_g_at","0.00534433399171084","+"
"352","32655_s_at","0.0251452476573962","+"
"353","32659_at","0.0159318878682179","-"
"354","32662_at","0.0249425065366434","+"
"355","32668_at","1.15249794539201e-05","-"
"356","32672_at","0.000197411387718646","-"
"357","32674_at","0.014858390148566","+"
"358","32684_at","4.08361281089035e-06","-"
"359","32698_at","0.040835614400463","+"
"360","32734_at","1.7040905452745e-06","-"
"361","32735_at","0.000818867256007446","+"
"362","33219_at","0.000695246514388484","+"
"363","33230_at","0.00116597282348558","+"
"364","33237_at","0.00330334191213837","-"
"365","33242_at","0.0138658151298316","-"
"366","33251_at","0.0277907493992529","-"
"367","33255_at","6.1478423181807e-05","-"
"368","33260_at","1.95640376125575e-05","-"
"369","33262_at","0.0468151805164815","+"
"370","33288_i_at","0.000672409828490155","-"
"371","33289_f_at","5.42907763026742e-08","-"
"372","33292_at","0.00978251209379683","+"
"373","33300_at","0.000327081737186682","-"
"374","33304_at","0.00215745483836192","-"
"375","33305_at","0.0103602355744399","+"
"376","33311_at","0.000165195337189158","+"
"377","33698_at","0.0462279582411804","+"
"378","33699_at","0.000783957244487879","+"
"379","33708_at","0.0115218090351312","+"
"380","33716_at","0.00156276061170411","-"
"381","33719_at","0.00626630811545692","+"
"382","33728_at","0.000138716316809176","+"
"383","33745_at","0.031852294804323","+"
"384","33775_s_at","0.0037652112984479","+"
"385","33788_at","0.001169656426993","-"
"386","33795_at","1.23396824260364e-06","-"
"387","33805_at","0.00123704929119714","-"
"388","33806_at","0.000315621646505835","+"
"389","33810_at","0.00430911355332124","-"
"390","34189_at","0.00275905983701176","+"
"391","34200_at","0.00089751527459959","+"
"392","34237_at","0.000801420680860435","-"
"393","34238_at","0.0325266334128923","+"
"394","34268_at","0.0115312696327229","+"
"395","34269_at","0.000978760801613408","+"
"396","34270_at","0.0436823690097327","-"
"397","34294_at","0.0388802241047263","+"
"398","34654_at","1.48443202656317e-05","-"
"399","34659_at","0.0315783760781535","+"
"400","34661_at","0.000143846423478325","-"
"401","34671_at","1.84976247992315e-05","-"
"402","34679_at","0.0248203027143858","-"
"403","34684_at","3.31537279396775e-06","-"
"404","34691_f_at","9.77965160603481e-06","+"
"405","34692_r_at","0.000411758288043658","+"
"406","34704_r_at","0.00159871533302194","+"
"407","34705_at","0.0259576412289569","+"
"408","34726_at","0.0002452170097095","-"
"409","34739_at","0.0298760843656346","+"
"410","34744_at","0.0101130766896903","+"
"411","34752_at","0.00526611431235438","+"
"412","34760_at","0.00801660723691097","+"
"413","34771_at","0.00010330623299465","+"
"414","34773_at","0.0250213379489253","+"
"415","35140_at","0.0038531138091309","-"
"416","35141_at","0.000472255909307396","-"
"417","35154_at","0.00063748645185326","+"
"418","35157_at","0.00454772683907756","+"
"419","35165_at","7.75944507028386e-05","-"
"420","35167_at","0.0336870459569713","-"
"421","35170_at","0.000384515822114812","+"
"422","35186_at","0.00130561238603025","-"
"423","35193_at","0.0117776372244817","-"
"424","35199_at","0.010231867711178","+"
"425","35203_at","7.3599969240481e-05","-"
"426","35209_at","0.000592887124135143","-"
"427","35210_at","0.0294295770099737","+"
"428","35219_at","0.00143080206570486","+"
"429","35222_at","1.17557691173696e-05","-"
"430","35618_at","0.000804019468930844","-"
"431","35622_at","0.0367802955726075","+"
"432","35628_at","0.000247066612376072","+"
"433","35645_at","0.0243449667152426","-"
"434","35648_at","0.00011757249352615","-"
"435","35651_at","0.000627544685166175","-"
"436","35652_g_at","0.0162107328959681","-"
"437","35653_at","3.20830824413333e-05","-"
"438","35656_at","0.0295054965490197","-"
"439","35671_at","0.000342871622076661","-"
"440","35682_at","8.20777891132244e-07","-"
"441","35683_at","0.0178875775441843","-"
"442","35694_at","0.0183702198345912","+"
"443","35720_at","0.00712008684523055","+"
"444","35722_at","5.0288971105449e-08","-"
"445","35727_at","0.0154769296221042","-"
"446","35732_at","0.00507597254722022","-"
"447","35973_at","0.00550085233283838","+"
"448","35984_at","0.00713260012964353","-"
"449","35988_i_at","0.00722864705614919","+"
"450","35991_at","0.00144990782276864","-"
"451","35992_at","0.0327736514763515","+"
"452","35996_at","0.000353693536534998","+"
"453","35997_g_at","0.000326575335568891","+"
"454","36002_at","2.06036562838722e-06","-"
"455","36012_at","0.00556244652289564","+"
"456","36021_at","0.000735800903284725","-"
"457","36047_at","0.00677635464720209","-"
"458","36055_at","0.0125067194734704","+"
"459","36060_at","0.0153405010279744","-"
"460","36066_at","5.24501730753352e-06","-"
"461","36076_g_at","0.0378581823339028","+"
"462","36465_at","0.0468448044427452","+"
"463","36475_at","0.00248768171139775","+"
"464","36476_at","0.0112476117350812","+"
"465","36485_at","0.0161531827145648","+"
"466","36506_at","0.00197137836647489","-"
"467","36522_at","0.0135318561101685","+"
"468","36527_at","0.000338475697956632","-"
"469","36537_at","0.0013788632156872","-"
"470","36544_at","0.0457769793846563","+"
"471","36549_at","2.3934393919896e-06","-"
"472","36552_at","0.00262608224938118","+"
"473","36553_at","0.000294145640358507","-"
"474","36812_at","0.0120980653170479","-"
"475","36818_at","0.00548180862174247","+"
"476","36822_at","0.000482357695368732","-"
"477","36825_at","0.00757199439610154","-"
"478","36826_at","7.67514377723314e-05","+"
"479","36847_r_at","0.0267621210740415","-"
"480","36860_at","0.000358760097996332","-"
"481","36876_at","0.00274888864215013","+"
"482","36895_at","0.000277075351961471","-"
"483","36905_at","0.000257432296185166","-"
"484","36909_at","0.0496780986688525","-"
"485","36910_at","0.000157100306469826","-"
"486","36916_at","0.000333822132758432","+"
"487","36921_at","0.0406656828131579","-"
"488","37180_at","0.000612056800779986","-"
"489","37190_at","0.0254144384184974","+"
"490","37195_at","0.00769548469819476","+"
"491","37229_at","0.00228750736182735","+"
"492","37237_at","0.000495108533722083","-"
"493","37274_at","5.18513845962168e-06","+"
"494","37277_at","0.0144729321646733","+"
"495","37284_at","0.00166568998682994","+"
"496","37532_at","3.60360624018157e-05","+"
"497","37535_at","1.1964094309795e-05","-"
"498","37539_at","0.000663077993286697","-"
"499","37561_at","1.07115959068269e-05","-"
"500","37569_at","8.69875978457889e-05","+"
"501","37577_at","0.0184503255462078","-"
"502","37579_at","0.0340458449516514","-"
"503","37613_at","0.0168302091884906","+"
"504","37888_at","0.00941791247934695","-"
"505","37910_at","0.00165579320613362","-"
"506","37914_at","0.0224965066924892","+"
"507","37918_at","0.0299343080303403","+"
"508","37919_at","0.0492217408908564","+"
"509","37922_at","0.0172893573599585","+"
"510","37933_at","2.11501358123767e-06","-"
"511","37937_at","0.000287703052924841","+"
"512","37969_at","0.00211215859689272","+"
"513","37971_at","0.0114477524630555","+"
"514","37981_at","0.000782228290164772","-"
"515","37988_at","2.03340297358032e-06","-"
"516","37994_at","0.00470458292122823","-"
"517","37995_s_at","0.00298286745961583","-"
"518","38251_at","0.000850644401625564","-"
"519","38260_at","0.00413725737493581","+"
"520","38265_at","0.00353072622641547","-"
"521","38270_at","0.000412440487233106","+"
"522","38273_at","0.0385962395025595","+"
"523","38277_at","0.0232091471759822","+"
"524","38281_at","0.00014203966213455","-"
"525","38282_at","0.000119399543833271","+"
"526","38287_at","1.00535303184263e-05","-"
"527","38303_at","0.0096416707306403","+"
"528","38344_at","0.00481308136039647","-"
"529","38353_at","0.0320291077785576","-"
"530","38363_at","0.0234814746741885","+"
"531","38365_at","0.00596241148351497","-"
"532","38366_g_at","1.22719870932567e-05","-"
"533","38609_at","0.0247727974273203","+"
"534","38626_at","0.00363405437541538","+"
"535","38660_at","0.00839478517928619","+"
"536","38664_at","0.000373908277444874","-"
"537","38670_at","0.0424065139122397","+"
"538","38682_at","0.000126239949763234","+"
"539","38688_at","8.20820086925387e-05","-"
"540","38693_at","0.0357180925613945","-"
"541","38704_at","0.00208239498444339","+"
"542","38705_at","0.00091343843974699","-"
"543","38710_at","0.0450657034812214","+"
"544","38984_at","0.00507255900778003","-"
"545","38988_at","0.0251335812178555","-"
"546","38989_at","2.53453635070811e-05","-"
"547","38994_at","0.00284508850738217","-"
"548","39005_s_at","0.017531354401303","-"
"549","39007_at","0.0261128027872447","+"
"550","39011_at","0.000143658709544338","+"
"551","39047_at","0.0357490199133264","-"
"552","39050_at","0.0114425891576015","+"
"553","39065_s_at","0.037644449290193","-"
"554","39074_at","0.000128915152618836","+"
"555","39077_at","0.000729591416715216","+"
"556","39387_at","9.5999130457119e-05","-"
"557","39390_at","0.00182581513923932","-"
"558","39391_at","2.21933262400122e-05","-"
"559","39407_at","0.000736052952194413","+"
"560","39417_at","0.0452171794217576","-"
"561","39421_at","0.00915274962105072","+"
"562","39423_f_at","0.000136526332706619","-"
"563","39424_at","0.0218813607961018","+"
"564","39686_g_at","0.00463405223248185","-"
"565","39702_at","0.0182918387911106","+"
"566","39707_at","7.96041715236325e-08","-"
"567","39710_at","0.00496448979356673","-"
"568","39711_at","7.21014613710401e-06","+"
"569","39719_at","0.00824573662468928","+"
"570","39723_at","0.00286856968870851","+"
"571","39724_s_at","0.0244551110230716","+"
"572","39735_at","0.000364598144268597","-"
"573","39743_at","0.0221517088114236","+"
"574","39749_at","0.000106933090541932","-"
"575","39767_at","0.00543660164976331","-"
"576","39768_at","0.00812891496674309","-"
"577","39770_at","0.0384994666592692","-"
"578","39777_at","5.19498192490314e-05","-"
"579","39785_at","0.00513552340346415","-"
"580","39792_at","0.0146841283495146","-"
"581","39797_at","0.000145831763854389","+"
"582","40047_at","0.00392313072052085","-"
"583","40048_at","0.0146110509256842","+"
"584","40054_at","0.0176763779149","-"
"585","40070_at","0.00199354109623031","+"
"586","40072_at","8.87205703699614e-05","+"
"587","40088_at","0.0205724925092334","-"
"588","40101_g_at","0.000515617137458296","+"
"589","40102_at","0.017313295888619","+"
"590","40117_at","0.015630462520784","+"
"591","40139_at","0.00231297773385737","-"
"592","40141_at","0.00517847961836987","-"
"593","40153_at","0.0273455866772801","-"
"594","40411_at","0.011295180458819","+"
"595","40416_at","3.86590317677465e-05","-"
"596","40418_at","0.000915339534077343","-"
"597","40425_at","0.00276609964723495","-"
"598","40433_at","0.0247559315811863","+"
"599","40435_at","0.00484119470581514","+"
"600","40438_at","0.0197036567022583","+"
"601","40447_at","0.0209950933788231","+"
"602","40451_at","0.000200255510257944","-"
"603","40457_at","0.00037015569362933","-"
"604","40459_at","0.00692549651044835","-"
"605","40465_at","0.0290179087758078","+"
"606","40466_at","6.94312198770922e-07","-"
"607","40471_at","0.0180101652149946","+"
"608","40473_at","0.000833399323680462","-"
"609","40474_r_at","0.00276210608355281","+"
"610","40476_s_at","0.00924974567728465","-"
"611","40479_at","0.0324652360505072","-"
"612","40485_at","0.0384326012941246","+"
"613","40486_g_at","0.000977075074844555","-"
"614","40487_at","0.000105544229149352","-"
"615","40497_at","0.00907127689019276","-"
"616","40498_g_at","0.0071410883666433","+"
"617","40505_at","0.00564220784249832","-"
"618","40513_at","0.0330079341903301","+"
"619","40517_at","0.000785587730322835","-"
"620","40521_at","0.0165099167025409","+"
"621","40764_at","0.021846202868697","+"
"622","40774_at","0.0298697681889905","-"
"623","40787_at","0.0122512978249842","-"
"624","40801_at","0.00271823296449536","+"
"625","40815_g_at","0.049909451208438","+"
"626","40822_at","0.00623065044436655","-"
"627","40827_at","0.0396948394700314","+"
"628","40830_at","0.021921593558407","+"
"629","40836_s_at","0.019077983099286","+"
"630","40843_at","0.000595213419600166","+"
"631","40853_at","0.0123752540036614","+"
"632","40859_at","8.61424687066896e-06","-"
"633","40865_at","0.00292141972749841","+"
"634","40869_at","0.000767495475364328","-"
"635","40870_g_at","0.000133988181508063","-"
"636","40877_s_at","0.0131589461337714","+"
"637","40878_f_at","0.00085265086524641","+"
"638","41122_at","0.000228525512681549","-"
"639","41130_at","1.04152448908113e-05","-"
"640","41133_at","0.0131800792945861","-"
"641","41139_at","0.000530757271727674","-"
"642","41141_at","0.0338747398908628","+"
"643","41146_at","0.012884443705184","-"
"644","41152_f_at","0.00379763836825546","+"
"645","41161_at","0.00141768930460679","-"
"646","41164_at","9.58807312428597e-08","+"
"647","41165_g_at","0.00723506690956803","+"
"648","41166_at","5.05318560060515e-06","+"
"649","41170_at","0.0183133442622865","+"
"650","41172_at","0.00157974931665045","+"
"651","41179_at","0.0396490162564975","+"
"652","41185_f_at","0.000873401246110369","-"
"653","41195_at","0.0144720897139987","+"
"654","41202_s_at","3.57145510800314e-05","+"
"655","41213_at","9.67775955564305e-07","+"
"656","41218_at","1.47385150474762e-06","+"
"657","41220_at","0.000269924529108078","+"
"658","41224_at","0.00122753527840371","-"
"659","41726_at","0.00161713648853417","+"
"660","41729_at","5.43688924350219e-06","-"
"661","41731_g_at","0.00741030659760728","+"
"662","41744_at","0.032168302695448","+"
"663","41746_at","0.00100237091827454","-"
"664","41747_s_at","8.73697170611529e-07","-"
"665","41752_at","0.000526049453601468","+"
"666","41756_at","0.000171376295142829","-"
"667","41771_g_at","0.0378905507548266","+"
"668","41784_at","0.000721402303171947","+"
"669","32154_at","0.0019369444937055","+"
"670","32161_at","0.0237172586143579","-"
"671","32169_at","0.00570342591396011","-"
"672","32175_at","3.47633063371489e-05","+"
"673","32187_at","0.00244268437608829","-"
"674","32196_at","0.00693853710007009","-"
"675","32212_at","0.0027188166787281","-"
"676","32217_at","0.00184908370338367","+"
"677","32220_at","5.13757902162073e-05","+"
