"","V1","pvalue","V3"
"1","AFFX-PheX-3_at","7.41121425482984e-05","-"
"2","AFFX-HUMGAPDH/M33197_5_at","0.000203528021861118","+"
"3","AFFX-HUMGAPDH/M33197_3_at","0.001326493933797","+"
"4","AFFX-HSAC07/X00351_3_at","0.000243938608753256","+"
"5","31324_at","0.0413236293064713","+"
"6","31481_s_at","8.31217876956333e-05","+"
"7","31491_s_at","0.0148462007163057","+"
"8","31505_at","0.000780887722310947","+"
"9","31515_at","0.0136058437066604","+"
"10","31538_at","0.00126331082518991","+"
"11","31573_at","0.000411471072236956","+"
"12","31583_at","0.000154254858453487","+"
"13","31617_at","0.00204400928340174","-"
"14","31655_at","0.000811743701841111","-"
"15","31717_at","0.0310366058726092","+"
"16","31722_at","0.00571369637015574","+"
"17","31736_at","9.99792609334872e-05","-"
"18","31784_at","0.0148458124290124","+"
"19","31933_r_at","0.00442599600055041","+"
"20","31936_s_at","0.0286372869943878","+"
"21","31944_at","0.00893004710713992","+"
"22","31962_at","0.00638594165270677","+"
"23","32000_g_at","0.0475545002691945","+"
"24","32016_at","0.00056497161168813","+"
"25","32397_r_at","0.0232997950945498","+"
"26","32432_f_at","0.0125467379764066","+"
"27","32435_at","0.0145821608135791","+"
"28","32436_at","0.0386779744837024","+"
"29","32438_at","0.000171323761455737","+"
"30","32448_at","0.00461997178628802","+"
"31","32453_at","0.0253826093441962","+"
"32","32455_s_at","1.07153118428396e-06","-"
"33","32478_f_at","1.14810174464894e-06","-"
"34","32484_at","0.0174252023650696","+"
"35","32981_at","0.0208494029932124","+"
"36","32990_at","0.00178428825927699","+"
"37","32993_s_at","0.0348546022113505","+"
"38","33003_at","0.00638090971560818","+"
"39","33011_at","0.0421214134352568","+"
"40","33024_at","0.000403287618267229","+"
"41","33027_at","0.0416398321153788","+"
"42","33583_r_at","0.0446453430909431","+"
"43","33633_at","0.00243587339942569","+"
"44","33657_at","1.53994235469924e-06","+"
"45","33659_at","0.0160350327082732","+"
"46","33668_at","5.53514676376355e-05","+"
"47","33676_at","0.00104721669887906","+"
"48","33683_at","0.000886252056276182","-"
"49","33686_at","0.0309112415494389","+"
"50","33695_at","0.0283778414212961","+"
"51","34063_at","0.0120524770928984","+"
"52","34069_s_at","0.0268223009486739","+"
"53","34085_at","0.00102935186951863","+"
"54","34089_at","0.0137565852300447","+"
"55","34092_at","0.0150997366029502","+"
"56","34093_at","0.0117953667069627","+"
"57","34112_r_at","0.0367783303719424","+"
"58","34166_at","0.0124385205298976","+"
"59","34168_at","5.84445245035389e-09","-"
"60","34538_at","0.038179403907444","+"
"61","34552_at","0.0468544427771536","+"
"62","34573_at","0.0433741487535617","+"
"63","34584_at","0.000348883632137412","-"
"64","34592_at","0.00219563995174054","+"
"65","34606_s_at","0.000522340252253407","+"
"66","34608_at","5.1278053041942e-05","+"
"67","34634_s_at","0.0491580876269813","+"
"68","34639_at","0.000271997667365829","-"
"69","34643_at","0.0199970770518352","+"
"70","34647_at","0.00174939295183382","+"
"71","35016_at","0.0245203535865179","+"
"72","35027_at","0.00176800602506783","+"
"73","35083_at","2.6130753302474e-07","+"
"74","35092_at","2.43195247337273e-05","+"
"75","35119_at","5.29882400124312e-06","+"
"76","35121_at","0.00444862311881515","+"
"77","35125_at","2.705357072845e-05","+"
"78","35519_at","0.00421559098936284","+"
