token_address,pool_address,max_weth,first_sync_block,last_sync_block,max_liq_block,max_price_block,total_activity,activity_from_max_to_min,activity_from_min,inactive,liq_MDD,liq_RC,price_MDD,price_RC,late_creation
0xaaAEBE6Fe48E54f431b0C390CfaF0b017d09D42d,0xa5E79baEe540f000ef6F23D067cd3AC22c7d9Fe6,10325.338734896226,10091435,13152272,11331352,11555490,144129,0.659596611368982,6.938228947678816e-05,0,-0.9965939981222499,7.503663920434773e-07,-0.8244647897311176,0.020275281048954735,0
0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC2aDdA861F89bBB333c90c492cB837741916A225,16761.691185667332,10091443,13152097,11643552,10245879,102243,0.321469440450691,0.11931379165321832,0,-0.798016608408489,0.03463825315170944,-0.7927450226843656,0.11191077413914992,0
0x054B642117892205A6F5a0b8c29Ffd10a6369d19,0x99731C13ef1aaB58e48FA9a96deFEFdf1b8DE164,2.118597,10091468,10224663,10212003,10163916,119,0.008403361344537815,0.008403361344537815,1,-1.0,0.0,-0.999437505277795,0.021184957462237638,0
0x78a685E0762096ed0F98107212e98F8C35A9D1D8,0xad3B5027d090b7bc120Dc264906ca4642b0fb9F3,357.5363650894056,10091484,11423176,10580872,10809518,1878,0.34877529286474973,0.4366347177848775,1,-0.9998945548072611,6.708700796051624e-05,-0.9999999997772588,1.8269981338905406e-07,0
0x07597255910a51509CA469568B048F2597E72504,0xF49144E61C05120f1b167E4B4F59cf0a5d77903F,786.1306168213566,10091486,13145774,11167624,10683903,24684,0.33406255064009077,0.006806028196402528,0,-0.9999629953923435,1.638337276295777e-06,-0.9998043090979456,0.00016116408702410498,0
0xD46bA6D942050d489DBd938a2C909A5d5039A161,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c,103899.26700822954,10091499,13151938,10646647,10446993,277400,0.6193114635904831,4.325883201153569e-05,0,-0.9976518384820727,1.999635976139548e-07,-0.9866644071746118,0.0011681239440558093,0
0x9Cb2f26A23b8d89973F08c957C4d7cdf75CD341c,0xC5A788F63e5D9cF2C324621EEd51A98F85AE373b,3674.185772469611,10091509,13068036,10676452,10152839,9421,0.49485192654707566,0.0007430209107313449,0,-0.9999999973244328,7.077393556876718e-12,-0.9346919001164078,0.01112011438638659,0
0x5A844590c5b8f40ae56190771d06c60b9ab1Da1C,0x8AeC9fa239417C8Eb778728c175f2B5C36CB1cCf,6.37154054946747,10091510,12342137,10091510,10154894,30,0.9666666666666667,0.03333333333333333,1,-1.0,0.0,-0.9572956983847415,0.02284172769537656,0
0xcD62b1C403fa761BAadFC74C525ce2B51780b184,0x0FFC70bE6e2d841e109653ddb3034961591679d6,276.34722145325605,10091514,13138161,10731728,10750948,7338,0.4414009266830199,0.03938402834559825,0,-0.9998923211893234,9.203823452704046e-06,-0.9896963489238031,0.1415485306532355,0
0xB4EFd85c19999D84251304bDA99E90B92300Bd93,0x70EA56e46266f0137BAc6B75710e3546f47C855D,2205.725625568951,10091524,13152251,10996383,10158108,40482,0.6791660491082456,0.005039276715577293,0,-0.9766789859292292,0.00015507314392409813,-0.8940874760744669,0.1320485145345794,0
0x737F98AC8cA59f2C68aD658E3C3d8C8963E40a4c,0x596A92F8d8b8906fae8e3Dad346284f354830E1a,92.92202968779263,10091528,13151658,11578379,10110493,7283,0.020733214334752163,0.1852258684607991,0,-0.5450279329320018,0.15244842294790317,-1.0,1.0308917072924085e-17,0
0x9469D013805bFfB7D3DEBe5E7839237e535ec483,0xa32523371390b0Cc4e11F6Bb236ecf4C2cDEA101,1590.9617743865763,10091541,13151857,10565660,10092788,53770,0.06836525943834852,0.7928584712665054,0,-0.4548945202390817,0.4903438694639654,-1.0,1.4433316468345385e-23,0
0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,0xD6054455Ca2e1AEf02178E0462D9ab953bEA4e23,164.94365149217592,10091576,13152030,12181565,10092626,12311,0.40061733409146294,0.019738445292827554,0,-0.9803334650911641,0.0004708690736527515,-0.9380562484122926,0.018908508678285536,0
0x1BeEF31946fbbb40B877a72E4ae04a8D1A5Cee06,0x6AeEbC2f5c979FD5C4361C2d288E55Ac6b7e39Bb,548.8209699998758,10091578,13150185,10672715,10633751,27230,0.6254498714652956,0.00348879911861917,0,-0.5763300198196746,0.00015296470975256941,-0.9831416660828696,0.00015881092302052346,0
0x667088b212ce3d06a1b553a7221E1fD19000d9aF,0x06d5b7380C65c889abd82D3Df8aC118AF31156a1,162.4960369116583,10091611,12965608,10241982,11826652,1233,0.8280616382806164,0.023519870235198703,1,-0.9999999999833326,9.79195422254313e-13,-0.9999994522892617,7.909065828789402e-05,0
0x0f7F961648aE6Db43C75663aC7E5414Eb79b5704,0xE0cc5aFc0FF2c76183416Fb8d1a29f6799FB2cdF,4074.7051471078644,10091612,13151864,12080538,10633534,34522,0.09958866809570709,0.0008400440298939806,0,-0.7035305345878519,0.07399825522391788,-0.9842506585773887,0.001558376652208829,0
0xE41d2489571d322189246DaFA5ebDe1F4699F498,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4,2379.020678184612,10091644,13151160,11324488,10091644,30403,0.5986251356774003,0.0038811959346117158,0,-0.9945892105958951,2.8296528225255476e-05,-0.9723897077077375,0.002346109529079657,0
0x740623d2c797b7D8D1EcB98e9b4Afcf99Ec31E14,0x5B7aD60A92e725597e4A28444d498d1999cF66b6,81.69573341682303,10091660,13138636,11630290,10914558,3066,0.15949119373776907,0.0019569471624266144,0,-0.41409517637655385,0.0002877787526221776,-0.9019891147290979,0.001267795957393225,0
0xea5f88E54d982Cbb0c441cde4E79bC305e5b43Bc,0x919B599ecB6C9a474a046d1252b2F41f8047dECB,14.959668164171054,10091662,13074552,11406136,11274389,466,0.20600858369098712,0.49141630901287553,0,-0.9990365927701599,0.30240952195646825,-0.9916006112391704,0.004911444196180162,0
0xDF2C7238198Ad8B389666574f2d8bc411A4b7428,0x2084C8115D97a12114A70A27198C3591B6df7D3E,589.0097877313736,10091668,13150651,11988358,12076709,20126,0.282967305972374,0.004422140514757031,0,-0.9982466369923263,1.3661748396364119e-05,-0.86732126974101,0.028629313623310268,0
0xB6eD7644C69416d67B522e20bC294A9a9B405B31,0xc12c4c3E0008B838F75189BFb39283467cf6e5b3,86.80365328822742,10091681,13151977,11804405,10620823,6317,0.3357606458762071,0.01772993509577331,0,-0.9728913065234365,0.011257741043304742,-0.9530664887570104,0.042801098127360424,0
0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c,155108.56026630176,10091694,13151954,10782472,10227150,71687,0.7031539888682746,0.0373428934116367,0,-0.9999971565062873,4.0934297141834313e-07,-0.9711667848778155,0.0036829607360108992,0
0x40FD72257597aA14C7231A7B1aaa29Fce868F677,0x01962144D41415cCA072900Fe87Bbe2992A99F10,6497.920830491052,10091721,13152149,11439302,12185886,115388,0.5058931604672929,0.022749332686241203,0,-0.9936476181627536,0.0018428554633324044,-0.8889765143034255,0.07501943373916153,0
0x4575f41308EC1483f3d399aa9a2826d74Da13Deb,0x9B533F1cEaa5ceb7e5b8994ef16499E47A66312D,719.642050122042,10091742,13151738,12085073,10678141,16990,0.2821071218363743,0.00694526191877575,0,-0.9930062847060765,5.7625055160119844e-05,-0.9576381163403995,0.0039387336194993865,0
0x8E870D67F660D95d5be530380D0eC0bd388289E1,0x598e7A017dAce2534Bc3F7496124C89425b1E165,3987.071824471232,10091813,13151892,12952796,10227967,6945,0.00014398848092152627,0.02822174226061915,0,-0.9988917473870641,6.538329071913792e-06,-0.9635105495523909,0.0036354797733506804,0
0x515bA0a2E286AF10115284F151cF398688A69170,0x85000F8C1877b2CD729f65a62A5f66Ab64Dd952e,1.6097649146930058,10091829,12814497,11118272,10091843,129,0.5581395348837209,0.023255813953488372,1,-0.9999606914023943,1.4661719557770415e-07,-0.9999901782181208,0.0,0
0x93ED3FBe21207Ec2E8f2d3c3de6e058Cb73Bc04d,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab,3148.237989990681,10091830,13151669,11421950,10688990,33346,0.06126671864691417,0.35902357104300364,0,-0.5560872592237831,0.04746545884902735,-0.9280988803495455,0.020075431461089498,0
0x8400D94A5cb0fa0D041a3788e395285d61c9ee5e,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba,2053.097686342637,10091885,13152121,11447094,10131087,97911,0.4688850078132181,0.0027576063976468427,0,-0.9652019818073698,0.0005525270429993981,-0.8873973048030859,0.2023019623878122,0
0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3,2057.5195639354433,10091892,13152011,12062358,12131557,55687,0.2761326701025374,0.22574388995636324,0,-0.8838640875460105,0.06043094507772926,-0.6852760511459204,0.07061923437157318,0
0xa1d65E8fB6e87b60FECCBc582F7f97804B725521,0x1c9052e823b5f4611EF7D5fB4153995b040ccbf5,858.4840077820489,10091924,13149562,10659190,10778669,32805,0.5247370827617741,0.017131534827008077,0,-0.9965302853221907,0.00016379858367869616,-0.9315839703301547,0.0779209652948979,0
0xdd974D5C2e2928deA5F71b9825b8b646686BD200,0xf49C43Ae0fAf37217bDcB00DF478cF793eDd6687,3379.9942041688764,10091947,13152133,11332929,10386387,55805,0.39526924110742767,0.0055908968730400506,0,-0.9988510900840739,1.9466936490330155e-05,-0.9415141922219672,0.0,0
0x8A9C67fee641579dEbA04928c4BC45F66e26343A,0x2b6A25f7C54F43C71C743e627F5663232586C39F,1155.4471368937945,10092011,13152105,10566902,10657056,19992,0.8435874349739896,0.0010004001600640256,0,-0.9700410449175256,2.5268557918513844e-05,-0.9787426692631744,0.013060784255224604,0
0x4a57E687b9126435a9B19E4A802113e266AdeBde,0x302Ac87B1b5ef18485971ED0115a17403Ea30911,1319.6472487651854,10092156,13148710,10407781,12542423,7605,0.8443129520052597,0.0294543063773833,0,-0.9999999978378652,2.3230567193702346e-09,-0.9988275760981759,0.013593724560503664,0
0xCc394f10545AeEf24483d2347B32A34a44F20E6F,0x2bCDC753b4bB03847df75368aE3ef9A14Ee53401,11.048917350940094,10092161,13143718,12212755,10092237,496,0.0020161290322580645,0.5161290322580645,0,-0.9425198504411987,0.00424964748529328,-0.999330913441913,0.0027769750716691364,0
0x1985365e9f78359a9B6AD760e32412f4a445E862,0xec2D2240D02A8cf63C3fA0B7d2C5a3169a319496,13319.527526705715,10092189,13142937,10199740,10508436,9365,0.7473571809930593,0.1821676454885211,0,-0.9999921862560353,6.105211106031284e-06,-0.9287824070759514,0.0,0
0x607F4C5BB672230e8672085532f7e901544a7375,0x6d57a53A45343187905aaD6AD8eD532D105697c1,849.7289150097706,10092190,13151955,12323217,10480011,34712,0.17996658216178843,0.01166743489283245,0,-0.9800878012704856,0.0008163381495167242,-0.9101264828878209,0.0815297169467242,0
0xe25b0BBA01Dc5630312B6A21927E578061A13f55,0xfb7A3112c96Bbcfe4bbf3e8627b0dE6f49E5142A,90.58014934917227,10092200,13151167,10670481,10112454,4436,0.5153291253381425,0.010595130748422003,0,-0.9982315112090859,3.931855202781971e-05,-0.9996116236722307,0.0017096404930084046,0
0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x3fd4Cf9303c4BC9E13772618828712C8EaC7Dd2F,1258.8046202669505,10092300,13152016,10488330,10487188,44441,0.23975608109628496,0.6466776175153575,0,-0.9809782974942209,0.05082520452972571,-0.8451236038089318,0.0070830860085647545,0
0xF970b8E36e23F7fC3FD752EeA86f8Be8D83375A6,0xf0936E53D924d7F442A04c038082A46c77ECc8d8,209.59610455132716,10092321,13152037,12339951,10119737,6137,0.00016294606485253382,0.36157731790777253,0,-0.27606976606797184,0.38435545019064915,-0.9922437677980346,0.0068945211997697925,0
0x408e41876cCCDC0F92210600ef50372656052a38,0x8Bd1661Da98EBDd3BD080F0bE4e6d9bE8cE9858c,25109.77358632134,10092334,13152031,10799044,10691087,111577,0.697643779632003,0.004570834490979323,0,-0.999045022735273,9.05232211242257e-05,-0.8939041838071705,0.06231955972915213,0
0x1dFEc1Cf1336c572c2D2E34fe8F6Aa2F409C8251,0xb469FDd40BDdA27d602C65A9ada1DBB438556F4E,0.545,10092354,11617259,11275092,10092354,9,0.1111111111111111,0.1111111111111111,1,-0.9895288036340655,0.0,-0.5805696927651294,0.0,0
0x047686fB287e7263A23873dEa66b4501015a2226,0x1FaFf62977DD342ae785831547ae90233b9642De,0.5243082317475058,10092376,12709402,12078294,12048247,80,0.0375,0.2625,1,-0.8611012285020395,0.004426368122311474,-0.9996409285600671,0.0,0
0x255Aa6DF07540Cb5d3d297f0D0D4D84cb52bc8e6,0x4C95840bB3cE1d717138b3376473f2c021d7BC64,201.35702572184653,10092429,13151329,10989682,10704666,5108,0.5559906029757243,0.2157400156617071,0,-0.9964668610306211,0.004459712548546446,-0.9366196548706904,0.02415692266117748,0
0xbF4a2DdaA16148a9D0fA2093FfAC450ADb7cd4aa,0x17eE04ec364577937855D2e9a7adD8d2a957E4Fa,34.398278953186015,10092450,13112234,11215433,10092527,1044,0.2471264367816092,0.0871647509578544,0,-0.9999959528748121,2.530962411900175e-07,-0.9836824488764472,0.1880576254304472,0
0x960b236A07cf122663c4303350609A66A7B288C0,0xfa19de406e8F5b9100E4dD5CaD8a503a6d686Efe,8920.173519774333,10092462,13148284,10608367,10737281,20780,0.7476900866217517,0.0030317613089509143,0,-0.9999815792395388,1.0454382504109621e-07,-0.9027448427793276,0.060860616895226566,0
0x679131F591B4f369acB8cd8c51E68596806c3916,0xD98D0079B54ca49B6c3717a5078Fb3fb2C412103,97.46937669060144,10092505,13132081,10781478,10183079,2961,0.10300574130361365,0.21175278622087132,0,-0.8984524399851107,0.32743764002792486,-0.9960569517394243,0.000614467213275724,0
0x0000000000085d4780B73119b644AE5ecd22b376,0xb4d0d9df2738abE81b87b66c80851292492D1404,1989.0056719577567,10092506,13151005,12069001,10110108,34636,0.3116410670978173,0.013252107633675944,0,-0.999763636578152,9.235859905924855e-06,-0.9566809870615062,0.005801538230902864,0
0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,0x59E7Bee6374A3f6ecB33180ecE978fd4f2B7Cea2,319.36227873190865,10092522,13151973,11833366,10130522,11532,0.4508324661810614,0.015608740894901144,0,-0.6462354603770715,2.1365924571212394,-0.8852454211151681,0.06176442579125369,0
0xF629cBd94d3791C9250152BD8dfBDF380E2a3B9c,0xE56c60B5f9f7B5FC70DE0eb79c6EE7d00eFa2625,2403.818220210645,10092525,13151731,11324793,12205788,64032,0.7781890304847576,0.0022332583708145927,0,-0.9968623230523685,3.351921555984725e-06,-0.7894446095303026,0.08395120432653833,0
0xDcfE18bc46f5A0Cd0d3Af0c2155d2bCB5AdE2fc5,0x94D24895045190e623997b0e25034C4d0ab32381,70.19596118142343,10092546,13130115,10328360,12126360,2464,0.00040584415584415587,0.9265422077922078,0,-0.9999999355233062,0.7951132460642178,-0.9894045608374109,0.0013238545498503766,0
0x8f8221aFbB33998d8584A2B05749bA73c37a938a,0x4a7d4BE868e0b811ea804fAF0D3A325c3A29a9ad,1683.569676737242,10092554,13152092,12145967,10484135,14095,0.17247250798155375,0.4330613692798865,0,-0.8477963403769705,0.11429250171693028,-0.8982125347752611,0.20516402438226894,0
0x0000000000b3F879cb30FE243b4Dfee438691c04,0x27C64bDCA05D79F6Ee32c3e981dC5153d9D794CD,205.85564378149004,10092611,13140282,11888169,10791460,9148,0.2495627459554001,0.12888062964582422,0,-0.9991282981508183,0.0010742519180408237,-0.9850687435021467,0.013681174861771872,0
0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,0x819f3450dA6f110BA6Ea52195B3beaFa246062dE,3461.7969588668766,10092691,13152186,12370446,12465514,147069,0.4210608625883089,0.0027334108479693205,0,-0.9671876038850203,9.211487936541743e-05,-0.6099291365371419,0.04458869425157845,0
0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,0x2615b89AD032CcDa6D67e1D511F0E4c9e3a5dc13,13718.001628884864,10092742,13151567,12386104,11948193,47027,0.17094435111744316,0.03629829672315903,0,-0.9999941771975329,5.732781759802751e-05,-0.6940663831035443,0.011224041426496165,0
0xB63B606Ac810a52cCa15e44bB630fd42D8d1d83d,0x3BcCa6cD264709Ffc7761C9339F2f2605Fd4F24d,56.98456097545456,10092758,13152207,10585970,11006398,2692,0.9413075780089153,0.002228826151560178,0,-0.9999993912389517,5.462624555750978e-09,-0.9999628516135093,0.0,0
0xD8a8843b0a5aba6B030E92B3F4d669FaD8A5BE50,0x60eF16af3B1392fB6f98d2d06B5eD958a373DCb5,0.3501925919358021,10092808,13054757,10203188,12381639,113,0.1415929203539823,0.6991150442477876,0,-0.9999023142040591,0.001871061373584035,-0.9987051257202751,0.0015763154901582992,0
0x37236CD05b34Cc79d3715AF2383E96dd7443dCF1,0xBF452277b8aF4084fB8A0472ec808f2ded51f1C1,262.5244671485521,10092976,13151416,11862199,10415373,83628,0.21664992586215143,0.005536423207538145,0,-0.9965479528732832,0.00015314554827754255,-0.9930525789547359,0.05456500880609037,0
0xF8F237D074F637D777bcD2A4712bde793f94272B,0x8dB45142687Bd981e4195b277836E91ca4835054,1.008919574525566,10093085,12675104,10977651,10109058,163,0.11042944785276074,0.6380368098159509,1,-0.9912952176255921,0.00041040673827350726,-0.9925697074183177,0.004531539453371067,0
0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,0x88D97d199b9ED37C29D846d00D443De980832a22,68076.15445886274,10093096,13149174,10777710,10777744,48270,0.690698156204682,8.286720530350113e-05,0,-0.9999964074285906,3.2226786221664903e-10,-0.9454701440562482,0.005276905964847796,0
0xD6a55C63865AffD67E2FB9f284F87b7a9E5FF3bD,0x121B382b5F003C41fb49E7B88D079c8f513fEaaC,408.09438612455625,10093119,13120996,10108631,10097788,10862,0.8333640213588658,0.009758792119315043,0,-0.9999770153735987,1.9928346363410193e-06,-0.999936267269804,0.0007256797402294012,0
0x42d6622deCe394b54999Fbd73D108123806f6a18,0x8Fb8707ef6b66e999aC09A5f96d6ccCD250bCBAd,302.63091828891305,10093123,13111647,12306018,10877152,3807,0.0790648804833202,0.024954032046230628,0,-0.9999946921656512,1.784943181079854e-07,-0.9831449415748078,0.04195199380044424,0
0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC,0xAEF16913b6C50EBCf627a394921F306985FC8604,412.55051128424134,10093183,13152147,12377603,12124663,10475,0.20305489260143197,0.015178997613365155,0,-0.2049152498438937,0.015024378628895147,-0.8667224279133616,0.04942594230562568,0
0x4C6F4d435A939FB85Dd946baE4eeC9D52587F451,0xCAa4C5099432C6A875D93c7d1E738BDe694706e9,5.439599683982127,10093227,12377880,10211717,10184267,59,0.6101694915254238,0.01694915254237288,1,-0.9999954772577786,0.0,-0.9133516449815472,0.17750327253543038,0
0xD2d01dd6Aa7a2F5228c7c17298905A7C7E1dfE81,0x06009b975bf45c16fEBC4801E08a250Fd942Dc75,11.81411956421262,10093278,10564846,10299864,10098002,42,0.30952380952380953,0.023809523809523808,1,-1.0,0.0,-0.7082477157224091,0.05962996155285827,0
0x4Cd988AfBad37289BAAf53C13e98E2BD46aAEa8c,0x127ABF0E2f5e54f6f96884386A58a1D582A1B9b9,7.679645424047019,10093309,12756695,11906539,10735813,507,0.023668639053254437,0.01775147928994083,1,-0.999935249057688,1.5351480088052174e-05,-0.9807953194504692,0.0,0
0xdAC17F958D2ee523a2206206994597C13D831ec7,0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,768177.4474338408,10093341,13152301,11033908,10111691,1741503,0.7842524531970373,0.025805295770377656,0,-0.9922974681451351,0.0011704893400559836,-0.9554911073219917,0.005039475039673143,0
0x4f3AfEC4E5a3F2A6a1A411DEF7D7dFe50eE057bF,0x058361eFe02F251D09CC5E681A9d1b404f4eca67,16.467166567366803,10093366,12966666,10933557,10224787,251,0.701195219123506,0.00398406374501992,1,-0.9999820974657043,0.0,-0.9997623639842305,0.055529234007464484,0
0xa16001DD47f505B7B7c5639c710A52209E4e8904,0xd1f99e919f782C001A6C47408C8EA20BA5E14D46,1.287384920026721,10093405,12982370,11612474,11463878,92,0.010869565217391304,0.782608695652174,1,-0.9774484278820855,0.0038180534335420847,-1.0,4.82239260822963e-16,0
0x81AADA684F4Bd51252c8184148A78e7E4B44dc2c,0x93Fe923F1663b149FBb930e55dd0a77d38FC5eC3,6.406745271089191,10093696,13106655,10619586,10942738,740,0.0472972972972973,0.28783783783783784,0,-0.9839445898628213,0.05187045367286869,-0.9897118322713045,0.022803291338270023,0
0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,0xce2Cc0513634CEf3a7C9C257E294EF5E3092f185,1815.9284543065808,10093802,13152079,10463540,10290698,38697,2.584179652169419e-05,0.9757087112696075,0,-0.6282721648798419,5.741594174450003,-0.9466743313293444,0.09200454068059495,0
0x58b6A8A3302369DAEc383334672404Ee733aB239,0x755C1a8F71f4210CD7B60b9439451EfCbeBa33D1,408.3619992219945,10093991,13152071,12276254,10279293,27716,0.30956848030018763,0.004870832731995959,0,-0.9753343818538349,0.0002902854340391945,-0.9634818568595943,0.14508986492081655,0
0xEA610B1153477720748DC13ED378003941d84fAB,0x2DCF69788f60E1C2Fe50c2E795177CC5a07455Ef,6.834146599749289,10094028,13111483,11694979,10396937,948,0.0010548523206751054,0.37236286919831224,0,-0.5556653705263402,0.13784031256892348,-0.9855277115313564,0.00365000573550467,0
0x7CC62d8E80Be9bEa3947F3443aD136f50f75b505,0x4130766F0AfB01310BdfC4cdBE923217a23E7e2e,0.12912875534720727,10094314,11008936,10915994,10094314,6,0.16666666666666666,0.16666666666666666,1,-1.0,0.0,-0.6204153157783655,1.1392936789422952,0
0x02FdD6866333D8Cd8B1ca022d382080698060BC2,0x50A92b2bb1De408854c8FDe649ad5eA0dFcAd483,9.228754284850664,10094687,13066628,10127940,10096668,1091,0.2465627864344638,0.20531622364802934,0,-0.9872353122792165,0.055936070139332265,-0.9984860749576963,0.00014640163391792046,0
0x4FbB350052Bca5417566f188eB2EBCE5b19BC964,0x6fa835713c6daeDfA7A8bD241c8d658f51dF1FE0,16.004595387506587,10094874,12378932,12374052,10612189,582,0.010309278350515464,0.001718213058419244,1,-1.0,0.0,-0.9896546440052953,0.002282861723292322,0
0xB4742e2013f96850a5CeF850A3bB74cF63B9a5D5,0xA7Bce4F57C45Ca4A07f75d45Ff5B168645a0fCfa,3.9089949956614882,10094995,13100424,12055376,11210858,72,0.3472222222222222,0.09722222222222222,0,-1.0,0.06996426502290368,-0.8824001101932339,0.061822012951339864,0
0x168079C89f0Fd13E021d69c9Ea4859B4353535FC,0xde65eEd30da8107cE49E8F1952391e16756c2998,39.92189177816257,10095030,11568367,10104538,10096481,853,0.4876905041031653,0.010550996483001172,1,-0.9989334474242867,5.02390347496672e-06,-0.999687375845149,0.00046504474560225297,0
0xD6F0Bb2A45110f819e908a915237D652Ac7c5AA8,0x8A38aD17d1adCDBE3775338D1470FD6f00f77802,246.4610009525153,10095059,13053928,10493616,11824891,3964,0.02674066599394551,0.0075681130171543895,0,-0.9999998129253495,7.018043561420853e-09,-0.9999985207953479,2.9177028110999136e-05,0
