Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,DMD_13,DMD_14,DMD_15,DMD_16,DMD_17,DMD_18,DMD_19,DMD_20,DMD_21,DMD_22,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12,NOR_13,NOR_14
213300_at,Q2TAZ0,7.751186848,7.792042732,8.270155907,7.952752113,7.495936394,7.749638557,7.891248703,8.152050972,7.896922588,7.966465473,7.977799416,8.000758171,7.862496376,8.011351585,7.999256611,8.029858589,8.270698547,7.67774725,8.003463745,7.854302406,7.593762398,7.771456718,8.232821465,8.051896095,7.784526825,7.899260521,8.094687462,7.994291782,8.065720558,8.053331375,7.920531273,8.178961754,7.877477169,7.832759857,7.80201292,7.901337624
212898_at,O43156,6.15265131,5.655868053,5.616015434,5.881964207,6.002865314,6.017669678,5.761014462,5.819929123,5.835135937,5.798399925,5.785672188,5.910074234,5.812075615,5.788470745,5.578190804,5.824444294,5.976863384,6.054915428,5.68946743,5.612669945,5.718884468,5.827502728,5.668249607,6.020337582,5.798722267,5.771740437,6.181159496,5.798722267,5.8333354,5.75181675,5.784917355,5.834846973,5.755825043,5.835847378,5.827041149,5.706795216
205496_at,,4.333016396,4.313031673,4.408573627,4.373155594,4.352721214,4.313560963,4.370367527,4.411595345,4.392606258,4.253630161,4.489155769,4.332146645,4.332160473,4.329114437,4.29964304,4.298041344,4.42464304,4.36022377,4.289998055,4.361618996,4.347890377,4.419888973,4.409696102,4.339553833,4.461785316,4.545311451,4.447843552,4.380812645,4.503491402,4.383617401,4.461137295,4.484556675,4.408639908,4.383877754,4.33027792,4.367707729
203170_at,O43159,4.967969418,5.070436001,5.468176842,5.107831478,5.020009041,5.018854618,5.135722637,5.105303288,5.104104996,4.986418724,5.206373215,5.035899162,4.963141441,5.065984726,5.116718292,5.075950623,5.064148426,4.983354568,5.003227234,4.969882488,5.175447464,5.054505825,5.174452782,5.055092335,5.111806393,5.070436001,5.007577419,5.196084499,5.070436001,5.008917809,5.16726017,4.980513096,5.097352982,5.103936672,4.923558235,5.244746685
203171_s_at,O43159,6.925419331,7.235305309,6.708586693,6.872621536,6.943235397,6.951873302,7.062837601,7.033346653,6.991663933,6.5723176,7.208684444,7.085782051,6.990920544,6.889820576,6.93473959,6.89163208,7.042937279,6.951873302,6.915836334,6.716770649,7.181741714,7.064837456,6.951873302,6.975404739,7.069140434,6.973885059,6.787213326,7.006753922,7.198357582,6.7067132,7.087804794,6.941829681,6.709442616,6.867321968,6.623887062,7.078655243
210169_at,O43304,7.041612625,6.954587936,6.96003437,6.937369823,6.936517239,6.577255249,7.112165451,6.940753937,6.937369823,7.572099686,6.827088833,6.98005724,6.586610317,6.506335735,7.056077003,6.677585602,6.531210899,6.736196995,6.477979183,7.147896767,7.149205208,6.817146301,7.192124367,6.425828457,7.217416286,6.622866154,6.479076862,7.367520809,6.838931084,7.417907715,7.471923828,7.037317753,7.145244598,6.937369823,7.032186031,7.33654213
213304_at,Q9Y4F4,6.377672195,6.822039604,6.924107075,6.955068588,7.481113434,7.78680706,6.654326916,6.21249485,6.739181519,7.503234386,6.751200676,6.432093143,6.612671852,6.335761547,6.368213177,6.19501543,6.314695358,7.241081238,6.625485897,6.95027113,6.683321953,6.735373497,6.290047169,6.601545811,6.361600399,6.782284737,6.59137249,6.645304203,6.600685596,7.039686203,6.6252141,6.696910858,6.682841301,6.919518471,6.562400818,6.834059715
204302_s_at,O43310,7.925769329,7.851963043,7.736129761,7.975137234,7.470993996,7.497778893,7.986975193,8.230010986,8.004397392,7.32299757,7.858138561,8.001865387,7.810989857,8.201672554,8.234043121,7.830116749,7.876591682,7.479448795,8.000374794,7.84858799,7.880251884,7.874232292,8.105804443,8.08058548,7.957027912,7.998945713,7.969418049,7.651836872,8.086468697,7.921465397,7.814933777,7.936266899,7.956655502,7.921465397,7.97906208,7.888187408
204303_s_at,O43310,6.353750706,6.094504356,6.216597557,6.360800266,6.227212429,5.800002575,6.044784069,6.219397545,6.308776855,5.976472378,6.224818707,6.193892956,6.332202435,6.326264858,6.195650101,6.113298416,6.217580318,6.366749763,6.134211063,6.043700695,6.442990303,6.22146225,6.194454193,6.412541866,6.210506439,6.21887207,6.284137726,6.335125446,6.25622654,6.28804636,6.463029385,6.21887207,6.156406879,6.093991756,6.10140419,6.631798744
201854_s_at,O43313,7.981583595,7.899672508,7.784938335,7.962957859,8.022463799,8.268320084,7.719086647,7.70085001,8.039250374,7.9033494,7.928913116,7.976171494,7.851610184,7.844851971,7.95957613,7.982433319,8.050987244,7.752502441,7.777112961,8.054028511,7.817464352,8.07524395,7.970036983,8.249071121,7.997210979,8.080103874,7.986306667,7.665786743,8.143859863,8.038236618,7.952026367,8.082977295,7.972242355,8.075265884,7.884263039,7.95368576
201855_s_at,O43313,6.14837265,6.036056995,5.961325169,5.928576946,6.268221855,7.389846802,5.822751522,5.504985332,5.931182384,6.549181461,5.917007446,5.885846615,6.184475899,5.586380482,5.73869276,5.823363304,5.865851879,6.485059261,5.886042595,6.351657391,5.82827282,5.923885345,5.755041122,6.111703873,5.954977989,5.733306408,5.895542622,5.723114967,5.782688141,6.197631359,5.754350185,6.103377819,6.030794621,5.879547119,6.230889797,5.773985863
203253_s_at,O43314,5.355860233,5.562613487,5.741271496,5.681889057,5.929933548,5.665769577,5.459360123,5.577700138,5.647514343,5.779369354,5.66492033,5.61435318,5.686580181,5.56278801,5.44293499,5.726686001,5.564399242,5.87974453,5.444280148,5.588751793,5.701823235,5.565467834,5.36037159,5.702133656,5.817286491,5.610037327,5.562326431,5.564714909,5.573530674,5.588960171,5.633327484,5.532219887,5.481654644,5.540136337,5.654379368,5.524823189
212215_at,Q4J6C6,8.491440773,8.529492378,8.19867897,8.345964432,8.94715786,8.829349518,8.458165169,7.851680279,8.158126831,9.186585426,7.979260921,8.370234489,9.121937752,8.328090668,7.441709042,8.882426262,7.601532459,9.12994194,8.386641502,8.021313667,7.977461338,8.952513695,7.971959591,7.21355772,7.62047863,7.119838238,8.286496162,7.145255089,8.315693855,8.741596222,7.595778942,7.066876888,7.345326424,7.762001991,7.514791012,6.709577084
212216_at,Q4J6C6,7.642944336,8.029232025,7.319393635,7.866984367,8.532166481,8.942667961,7.912035465,7.560224056,8.256381989,8.152469635,7.673287392,8.267417908,7.631586075,8.648122787,6.8957057,8.587273598,7.287580967,8.255322456,8.038352966,8.119848251,7.965343952,9.139987946,8.556508064,6.291906357,7.402299404,7.308801651,7.616369724,7.135762215,7.840101242,7.63438797,7.401540756,6.975142479,7.203269482,7.552437782,7.435090542,6.849252224
212217_at,Q4J6C6,8.099654198,8.292429924,7.653393269,8.132668495,8.933466911,8.311674118,7.916296005,7.84682703,8.539942741,8.661580086,7.789440632,8.639343262,7.532373905,8.614837646,7.224585056,8.78805542,7.895733833,8.15254879,8.205112457,8.215041161,7.522349834,8.7352705,8.481602669,6.47668314,7.953839302,7.111927986,8.232433319,6.734964371,7.906571865,7.929896355,7.413729668,6.092935085,6.756107807,7.232281685,6.786902905,6.740733147
212683_at,Q96H78,7.003043652,6.70510149,6.836853027,7.1229496,6.87075901,6.912960052,6.977810383,6.843471527,6.790576935,6.815965176,6.783834457,6.92980814,6.914930344,7.122534752,7.29022646,6.805640697,7.001235962,6.31979847,7.075139046,6.956061363,6.580265999,6.972728252,7.203086376,7.012132168,6.913980007,6.98096323,7.041941166,6.889962673,6.973082066,7.269453526,6.779746532,6.988754272,7.125701904,7.186323166,7.032687664,6.838190556
32091_at,Q96H78,5.998886585,5.704645634,5.366292,5.980573654,5.997590542,5.776478767,5.516081333,5.438409805,5.492784023,5.914137363,5.441815376,5.527832031,5.59718895,5.662007332,5.585897446,5.74319458,5.799278259,5.394347191,5.606495857,5.590417385,5.279805183,5.651507378,5.320311069,5.938421726,5.533197403,5.572081089,5.916588783,5.452926159,5.461637497,5.636964321,5.282931805,5.614395618,5.497337818,5.507890701,5.569470406,5.364451408
213216_at,Q5T2D3,6.386311531,7.487497807,7.428024769,6.872574329,6.862922668,7.909512997,7.161413193,7.181969166,7.631172657,6.421172142,7.237335682,6.930197239,7.052730083,6.72959137,7.09543705,6.691607475,6.520226002,7.754673958,7.018451691,6.784823895,7.32707262,6.927495003,7.275400162,7.626999855,7.526582241,7.291992664,6.789141178,6.996692657,7.277211189,6.58768034,7.042488098,6.686010838,7.052052498,6.910767078,6.743000507,7.55324173
212553_at,Q5VT52,7.805626392,8.006232262,7.686043739,7.837442875,8.175905228,8.507753372,8.167114258,7.698730469,7.557959557,8.175064087,7.899386406,8.019262314,8.299402237,7.752882004,8.00915432,7.785486221,8.10578537,8.372897148,7.692314625,8.476640701,7.742424965,7.971065521,8.158509254,8.107017517,7.855937004,8.139030457,8.195668221,8.272013664,7.827021599,8.30547142,8.038440704,8.310964584,8.527043343,8.163598061,7.969824791,8.280776024
203900_at,Q5T011,4.95710516,5.132044792,5.040204048,5.04572916,4.995387554,4.933868408,5.006721973,5.075925827,5.136883259,4.894189358,5.079297066,5.081110001,5.012229443,5.107670307,4.989805698,5.117123604,5.087417126,4.88261652,5.066762924,5.02913475,4.930708885,5.138982296,5.029105186,5.303740978,5.137923717,4.979870796,5.356511116,4.975090981,5.036415577,5.012229443,4.970793724,4.880897522,4.947668552,4.958076,4.964439392,4.989445686
215364_s_at,Q5T011,6.88203001,6.985260487,7.120585442,6.886090755,7.336586952,6.986578941,7.012701511,7.257022381,7.140183926,7.117658138,7.049685001,6.962423325,7.069551945,6.936325073,7.080339909,7.038114071,7.074897766,7.317351818,7.239970684,7.226298809,7.074897766,7.068301678,7.260138988,7.18912077,7.233147144,7.323214531,7.318244934,7.334711075,7.169408798,7.074897766,7.139008999,6.73256731,7.041791916,7.016668797,7.255694866,6.9949193
203068_at,Q9UJP4,7.49803257,7.445109367,7.60410738,7.678822994,7.992080688,8.881343842,7.610581398,7.856663704,7.569033146,8.089762688,8.595256805,7.398636341,7.882528305,7.804213524,7.428452492,7.745639801,8.78967762,7.372849941,7.72160387,7.95842886,7.160571098,7.503396988,7.687933445,8.261303902,7.859471321,7.897293091,8.570735931,8.103602409,8.311581612,8.412953377,7.898402691,9.135932922,8.396911621,7.919001579,7.977740288,7.826385498
202860_at,O75064,8.611708641,8.920227051,8.883306503,8.864738464,8.826244354,8.792930603,8.540475845,8.291539192,8.742230415,8.81603241,8.470375061,8.431344986,8.991116524,8.519688606,8.405392647,8.580859184,8.380830765,8.867915154,8.656755447,8.758311272,8.507764816,8.659383774,8.782876015,9.064537048,8.852026939,8.765790939,9.265719414,8.673314095,8.953889847,8.975007057,8.972568512,8.904305458,9.040651321,8.954265594,8.713006973,9.058877945
203958_s_at,Q9NUA8,6.371396065,6.429519653,6.865747929,6.024032593,6.437318802,6.523675442,6.696771622,6.628053665,6.685230732,6.354827404,6.678753376,6.527058125,6.53011322,6.441115856,6.502176762,6.468018532,6.423672199,6.743044376,6.540015221,6.227743626,6.863544464,6.731002808,6.502176762,6.420562267,6.602292538,6.554922104,6.274629116,6.91449976,6.546376705,6.338047028,7.043661118,6.433662891,6.443002224,6.578375816,6.458881855,6.740502834
203959_s_at,Q9NUA8,7.162791252,7.486119747,7.440625668,7.290356636,7.249926567,7.477321625,7.512539864,7.642854214,7.530635357,7.214411259,7.706358433,7.396504402,7.393862247,7.326419353,7.437964916,7.297994137,7.293860435,7.183567047,7.209007263,7.334600449,7.519242287,7.348863125,7.526414394,7.081965446,7.311714172,7.569220066,7.659943581,7.331774235,7.55316782,7.180633545,7.430717945,7.596247673,7.141531944,7.534291267,7.378674507,7.366876602
216000_at,!?,5.32968235,5.665014744,5.740980148,5.412211418,5.243813992,5.450273037,5.781154633,5.416097164,5.789337158,5.29234457,5.779918671,5.793305397,5.481583118,5.36277914,6.114086151,5.590365887,5.424923897,5.771931171,5.559204102,5.354814053,5.829683781,5.708022594,5.752576351,5.524394989,5.610376835,5.641747475,5.441172123,5.875964642,5.460775375,5.388855934,6.052257061,5.309504986,5.600338936,5.590365887,5.516258717,5.75411272
214294_at,,5.774811268,6.025632381,5.625612259,5.632939816,5.298502922,5.562090874,5.617111206,5.890042305,5.964232922,5.280714035,5.810187817,5.936411858,5.676268578,5.905568123,6.080937386,5.914910793,5.523472309,5.876479149,5.819797993,5.351095676,5.700883865,5.730816841,6.199530602,5.694971085,5.727164745,5.811138153,5.801673412,5.885567188,5.927647114,5.45011425,5.761343956,5.654303551,5.43364048,5.616615772,5.622393608,5.888690472
214295_at,!?,7.517448425,6.789433479,6.781858921,6.909343719,7.526821136,6.889975071,6.555191994,6.50365448,6.327239513,7.679772377,6.665663719,6.367516041,6.760629177,6.092402935,6.368102074,6.15523243,6.612993717,7.099172592,6.577851295,6.594189167,6.654109001,6.740816116,5.897470951,6.339598179,6.75372076,6.053986073,6.77741766,6.072838306,6.548468113,7.384385586,6.542016029,6.979483604,6.930869579,6.836290836,6.720978737,6.050430298
215109_at,!?,7.020374775,7.146588802,7.074566841,6.965933323,6.938191891,7.081410885,6.983935833,7.051020145,7.176821709,6.845155239,7.146371841,6.985253334,7.131583691,6.917340755,7.152757168,6.947985649,7.06715107,7.141971588,6.949207783,7.071081161,7.14253664,7.202674866,7.000671864,7.051035881,6.986105919,7.044572353,6.918250084,7.153151989,7.197639942,7.178350449,7.427630424,7.171761513,6.96254921,7.210000038,7.081410885,7.265597343
201775_s_at,O75071,8.498234749,8.557178497,8.606838226,8.235245705,8.654763222,8.325151443,8.520876884,8.332701683,8.855653763,8.46709156,8.607271194,8.440235138,8.498335838,8.271027565,8.740595818,8.267420769,8.348910332,8.678719521,8.31010437,8.12046051,8.828259468,8.592538834,8.740116119,8.35470295,8.712450027,8.784628868,8.267613411,8.771741867,8.582060814,8.433050156,8.822320938,8.456173897,8.424095154,8.660778999,8.832612991,8.719859123
201776_s_at,O75071,7.124489784,7.117565632,6.818035603,7.012559891,7.691987991,7.336459637,7.070132256,7.101564884,7.219353199,7.648970604,7.288366318,7.105457783,6.931556225,7.021718502,6.745491982,7.138143063,7.348612785,7.77101469,7.253126621,7.513427258,7.027463913,7.158071041,7.075620651,6.863006592,6.982068539,7.480054379,7.058362961,6.745842934,6.950839043,7.108769894,7.104362011,6.883173466,7.309743881,7.684340477,8.309494972,7.31832695
201777_s_at,O75071,7.292248249,7.416479111,7.027319431,7.200023174,7.268742085,7.258737087,7.132209778,7.304694653,7.331814289,7.314836025,7.098185062,7.183856964,7.175919056,7.232528687,7.407454491,7.244428158,7.15840435,7.275158405,7.25019598,7.056601048,7.400051594,7.278909206,7.392609596,7.263270378,7.515856743,7.590892792,7.292385578,7.080825329,7.323232174,7.140563965,7.24116087,7.155457497,7.184556961,7.23976326,7.733653545,7.198543549
201778_s_at,O75071,9.961579323,9.857735634,9.579248428,9.632210732,10.17949009,9.71999073,9.354701042,9.59689045,9.283952713,10.45423603,9.688815117,9.442687988,9.881975174,9.435544014,9.199623108,9.959057808,9.688815117,9.784178734,9.69951725,9.682824135,9.322358131,9.938761711,9.336068153,9.643200874,9.597722054,9.68520546,9.992675781,9.270565033,9.534916878,10.24734402,9.270689964,10.08940983,9.990007401,9.928548813,10.96903133,9.52803421
213339_at,,6.08983326,6.236298561,6.175376892,6.194596767,6.031040668,5.902214527,6.397367001,6.533928871,6.037604332,5.856927872,5.945358276,6.199894905,6.160297394,6.118293285,6.160297394,6.281767368,6.160297394,6.056418896,5.839919567,5.86300087,6.201604843,6.230327129,6.313921452,6.091870308,6.279521942,6.126218319,6.002563953,6.242650986,6.05973053,6.209493637,6.328409195,6.033862114,6.236823082,6.133657455,6.229567051,6.374484062
213340_s_at,,5.910579205,6.125346184,6.003643513,6.217870235,6.303091526,6.258186817,6.297625542,5.964916229,6.178981781,6.730482101,6.314430237,6.307381153,6.241278172,6.018527031,5.962885857,6.189177513,6.402512074,6.506248951,5.975345135,6.428874493,6.189344406,6.446919918,5.87468338,6.117204189,6.175057411,5.977104187,6.26960659,6.12701273,6.267913342,6.288772106,6.116941929,5.989720821,6.100928307,6.061988354,6.138003826,6.42816925
213839_at,Q96JQ2,5.560044765,5.88673687,5.881630898,5.755747795,5.721123695,5.822932243,5.835557938,5.833055496,5.970054626,5.750244617,6.031161308,6.003024578,5.881656647,5.749704838,5.930631638,5.648141861,5.839341164,5.821763992,5.77405262,5.686398506,5.816573143,5.812829018,5.750023842,5.768203735,5.686800003,5.761981964,5.718722343,5.984995365,5.942520618,5.812311649,5.812311649,5.665309429,5.812311649,5.745914936,5.720769405,5.860192776
214897_at,!?,5.869936943,5.809998512,6.194084167,5.67945528,5.436919689,5.819614887,5.965590477,5.55836916,5.783343315,5.575345993,5.782816887,5.806885719,5.839988708,5.622859001,5.580364227,5.688633442,5.591546535,5.962937355,5.651092529,5.689860344,5.894820213,6.05573988,5.781072617,5.850986958,5.811587334,5.705060005,5.670910835,6.098127365,5.994211197,5.637938499,6.129192829,5.979953766,5.713890553,5.797354698,5.707773209,6.015275478
214764_at,Q9Y3B9,4.993373394,4.980322361,5.156540871,4.897964478,5.22216177,5.133461952,4.977690697,4.829023361,4.822946548,5.26697588,4.956772327,4.892826557,5.055532932,4.813401699,4.745052338,4.820251942,4.775940895,5.141190052,4.743579865,5.103155613,4.987361431,4.914261341,5.101833344,5.230979919,5.084479332,5.196124077,4.959653854,5.102041721,4.987361431,5.206169605,5.04243803,5.110286236,5.29383564,5.272116184,4.866964817,5.006606579
215137_at,!?,7.523368359,7.126513004,7.076684475,7.073645115,6.862202644,7.064359665,6.981512547,7.26217556,7.054297447,6.91273737,7.029240608,7.36226511,6.9844594,7.166482449,7.400039196,7.144044876,7.33407402,6.859399796,7.10039854,6.920838356,7.00445509,7.077167034,7.148545742,6.924390316,7.221652031,7.074374199,7.205341816,6.963414669,7.290409088,6.853020668,7.041304588,7.094010353,7.133383274,7.104547501,6.971128464,6.985068321
215480_at,!?,6.861577034,7.022931099,7.216783524,6.918141365,6.49519968,6.214494228,7.284224033,6.975295067,6.866973877,6.037858009,6.84243536,7.194913864,6.922187805,6.955803871,7.446981907,7.079920769,6.857305527,6.728179932,6.827126026,6.886450291,7.225315571,7.035580635,7.310629368,6.999809742,7.08942318,6.972127438,6.644453049,7.101912022,7.263332844,6.758062363,7.307948112,6.952244282,6.903805733,6.911028385,6.786777973,7.181325912
204546_at,O60268,6.929209232,7.342684269,7.166392326,7.087631226,6.923940659,7.124498367,7.32924366,7.067952156,7.240353107,6.815377235,7.088294506,7.386303902,7.319181442,7.111468792,7.243397713,6.983738422,7.208875179,7.330374241,7.203320026,6.808078766,7.076669693,7.569208145,6.719200134,7.004008293,7.081686497,6.785654068,7.111468792,7.613409042,7.039866924,7.081067085,7.394487381,7.098234177,7.206819534,7.157689095,7.131709099,7.490366936
206747_at,!?,7.814443111,8.364400864,8.37691021,7.671442509,8.061747551,8.359536171,8.550782204,8.234464645,8.154932976,7.700136662,8.307837486,8.054947853,8.210913658,7.993980408,8.428706169,8.144218445,7.80163002,8.370769501,8.025419235,8.12514019,8.595534325,8.525345802,8.215517044,8.018242836,8.143194199,8.080803871,7.478106022,8.546694756,8.074319839,7.962723255,8.597873688,7.852615833,7.944160461,8.189558029,7.932281971,8.498501778
212068_s_at,Q5JSZ5,8.592274666,8.417833328,8.430663109,8.667848587,8.626346588,8.58735466,8.453616142,8.711538315,8.402496338,8.589175224,8.606428146,8.406247139,8.76159668,8.388794899,8.45583725,8.340341568,8.515048981,8.552001953,8.401193619,8.443817139,8.349031448,8.405562401,8.494375229,8.546461105,8.469908714,8.149697304,8.624966621,8.37520504,8.506735802,8.49715519,8.340565681,8.51860714,8.446956635,8.372059822,8.376859665,8.38130188
212069_s_at,Q5JSZ5,7.285493374,7.311443806,7.310555458,7.716532707,8.06538105,7.872021198,7.213148117,7.628858566,7.628858566,7.806565762,7.558162212,7.45644474,7.747015476,7.397621632,7.54830122,7.5311203,7.604513168,7.795995235,7.207388878,7.665797234,7.652257919,7.573482037,7.659846306,7.853326321,7.698338032,7.972537041,8.192962646,7.441512585,7.750304699,7.583359718,7.871929646,7.73892498,7.658050537,7.628858566,7.681018353,7.638929367
213155_at,Q658N2,7.721722126,8.028820992,8.239608765,8.084915161,7.930430889,8.038105965,8.36590004,7.70129776,7.953728199,8.584186554,8.021737099,7.744126797,8.005794525,7.426108837,7.947648048,7.457650661,7.947648048,7.775994778,7.624247074,8.017145157,8.296117783,8.008840561,7.824647427,8.079239845,7.769237995,7.743143559,7.741418839,7.891302109,7.782900333,8.149136543,8.469291687,8.066773415,7.938477516,7.895426273,8.038622856,7.931287289
213157_s_at,Q658N2,7.552960873,7.206657887,7.211770058,7.320431232,6.817550659,6.599823952,6.970723152,7.356410027,7.415287018,6.73082304,7.053578377,7.422571182,6.730697632,7.330200672,7.732180595,7.203591347,7.577284336,6.888794422,7.404125214,6.99841547,6.736304283,6.864574909,7.398600101,7.348138332,7.171820164,7.489054203,7.365677834,7.450638294,7.218806267,7.024552345,7.045060158,7.226802349,7.030806065,6.975966454,7.301418304,7.005764008
214954_at,O60279,4.530082703,4.567781448,4.444922447,4.49062109,4.669223309,4.972326756,4.55175209,4.517818928,4.588115215,4.50614357,4.476552963,4.524275303,4.511763096,4.422877789,4.607754707,4.501484394,4.501484394,4.548749447,4.527005672,4.524903297,4.483563423,4.598435402,4.445859909,4.511929512,4.527046204,4.571099758,4.469565392,4.428760529,4.579592228,4.407546043,4.449016094,4.466897011,4.372569084,4.430856228,4.284548759,4.451547623
212943_at,Q86YS7,6.460298538,6.802630901,6.432256699,6.868601799,7.053242683,6.849925995,6.57100153,7.05642271,6.964299202,7.453944206,7.261946201,6.55082798,6.875129223,6.653725624,6.609024048,6.482406139,6.941904068,7.045413494,6.81993103,6.688040257,6.540397167,6.86981535,6.652536392,6.674819469,6.580841064,6.719462872,7.436933994,6.310948849,6.657289028,7.120279789,6.539599419,6.838511944,6.654463291,6.603231907,6.75238657,6.330919743
212443_at,Q6ZNJ1,6.152100086,5.816001415,5.834990978,6.103396893,6.006583691,5.919969559,6.060325146,6.101469994,5.635126591,6.006583691,6.103945255,6.006583691,5.84274292,6.05376482,6.032146931,6.3924613,6.44423008,5.835258007,6.113378048,6.558808327,5.811823368,5.991827965,5.971746445,6.128084183,5.865412235,5.757004738,6.035902023,5.678492546,6.026639938,6.041842937,5.757430077,6.316010952,6.007107258,6.124532223,6.140485764,5.718670845
213444_at,O60290,8.477946281,8.580113411,8.745412827,8.768404007,8.885281563,8.851660728,8.690106392,8.851719856,8.696944237,8.850329399,8.962203026,8.637124062,8.595740318,8.687191963,8.948179245,8.473395348,8.89193821,9.039647102,8.603469849,8.806769371,8.653837204,8.799371719,8.816376686,8.785018921,8.91491127,8.710087776,8.707350731,8.951183319,8.844341278,8.816038132,9.193912506,8.780192375,8.880904198,8.967290878,8.573018074,9.055484772
212485_at,Q9UKJ3,6.852637768,7.645918846,7.920579433,7.782955647,7.895228863,8.434404373,7.122186661,7.410579681,8.00151825,7.782203197,8.116882324,7.414795399,7.316961288,7.350233555,7.558502197,7.24113369,7.477735043,8.158298492,7.222300529,7.790071964,7.385060787,7.212734699,8.107909203,8.144254684,8.084320068,8.177145004,8.37627697,8.313607216,8.421751022,7.681937695,7.954596519,7.897216797,7.89341116,7.742540359,7.44059515,8.064946175
212487_at,Q9UKJ3,7.570281029,7.745136261,8.08110714,7.870188713,7.905831814,8.010199547,8.353261948,7.977393627,7.873554707,8.036525726,7.782059669,7.722162247,7.816590786,7.752072811,8.157940865,7.828542709,7.717226028,7.902272701,7.657347679,8.43198967,7.937200546,7.676600456,8.104873657,7.982700348,8.005832672,7.900355339,8.184290886,8.217273712,8.047166824,8.220316887,8.138372421,8.514801979,8.093643188,8.107134819,8.049043655,8.017307281
205888_s_at,Q96AA8,6.1441679,6.51718235,6.324313164,6.111046791,6.150268555,6.192859173,6.386465073,6.317203045,6.429503441,6.077023983,6.512090206,6.168809891,6.391622543,6.179687023,6.713009834,6.247250557,5.909568787,6.1041646,6.087892532,6.285803795,6.594740868,6.411845684,6.490894318,6.299317837,6.379805088,6.463360786,6.0997715,6.402112007,6.516672611,6.25812149,6.491382599,6.479557991,6.174211502,6.328045845,6.325729847,6.427215576
205889_s_at,Q96AA8,4.43459177,4.813053131,4.753669262,4.477365017,4.780816078,4.696198463,4.755264759,4.687466145,4.913724422,4.453484058,4.755516052,4.739934444,4.739736557,4.706119537,4.888985634,4.494865417,4.528995514,5.055540085,4.60133791,4.585171223,4.905850887,4.755264759,4.94098568,4.981311321,4.797992706,4.687860012,4.572981834,4.859621048,4.755264759,4.625646591,5.217525005,4.695476532,4.785521984,4.754896164,4.642922401,4.826770782
213185_at,O60303,6.851722717,6.761340618,6.73434782,6.830732822,6.683362007,6.732075691,6.875851154,7.046878338,6.810880184,6.77417469,6.930944443,6.908061981,6.888874531,7.020762444,7.126359463,6.982182503,6.892473221,6.799506664,7.102704525,7.148059368,6.923376083,6.816780567,7.028042793,6.790317535,6.704640865,6.843945503,6.947511673,6.73065567,6.931790829,6.831690788,6.750740051,7.003700256,6.706951618,6.976144791,6.786622524,6.623876095
204074_s_at,O60308,7.892752647,7.719961166,7.855381966,7.774083614,7.67628479,7.733887672,7.999239445,7.768923759,7.669588089,7.766699314,7.673346043,7.720954418,7.838501453,7.727939606,7.900105953,7.791627884,7.77225256,7.793806076,7.738295078,7.818212986,8.066615105,8.174232483,8.081638336,7.510288239,7.841855049,7.818212986,7.818212986,7.882376194,7.813989639,7.809216499,8.162644386,7.772235394,7.863179207,7.818212986,8.061647415,7.998291016
204075_s_at,O60308,4.229150772,4.172751904,4.250370026,4.319220066,4.246098518,4.325416565,4.311256409,4.225944042,4.181184769,4.192174435,4.203042984,4.245963573,4.338583469,4.160671234,4.130455017,4.179601192,4.21337986,4.289205551,4.102769852,4.272552967,4.188331127,4.29231596,4.203805923,4.3327775,4.066822529,4.188755512,4.319650173,4.296361923,4.183803082,4.258972645,4.224757195,4.39269495,4.300411224,4.301209927,4.301975727,4.253249168
206088_at,!?,6.918444633,7.195490837,7.242207527,6.755302429,6.809382915,6.792171955,6.918444633,6.954040051,6.918444633,6.656149864,6.998109341,6.773396015,7.026051998,6.768194675,6.860184193,6.779637337,6.930393696,7.108421326,6.773108959,7.089918613,6.992804527,6.829726696,6.934829235,6.627849579,6.991616726,6.852944374,6.753601551,6.91754961,6.95309782,6.904858589,7.485845566,7.00210762,7.170794964,6.831267357,6.742008209,6.854965687
212946_at,A3KMH1,8.215561867,8.177056313,8.170091629,7.803869724,8.951710701,7.633036613,8.024393082,7.965595245,8.429825783,8.873788834,8.151249886,7.948499203,8.255577087,7.766941071,7.765339851,7.643361568,8.138591766,8.337362289,8.120069504,8.388916969,7.84698391,8.218494415,8.564291954,8.662007332,8.577027321,8.326200485,8.898062706,7.924608707,8.363331795,9.246459961,8.383500099,8.663438797,9.132123947,8.849474907,8.44448185,8.712629318
214231_s_at,A3KMH1,4.683483601,4.928020954,4.865323067,4.634290695,4.999297619,4.954643726,4.927072048,4.761788368,4.792027473,5.126052856,4.706857681,4.729609013,4.710874557,4.76466608,4.871971607,4.757173061,4.655137062,4.827539921,4.69686985,4.793708324,4.942149162,5.073141098,5.093652725,4.902065277,4.821109772,4.861532211,4.759890079,5.115753174,5.057015896,5.033898354,5.068254948,4.920721531,5.102705956,5.164423943,4.999114037,5.025565147
