key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-883472344,Vitamin B12 and omega-3 fatty acid interventions for cognition in elderly- a V.O.I.C.E. trial,2020,,,Dissertation Abstracts International Section A: Humanities and Social Sciences,0419-4209 978-1392524794,81,8,No-Specified,"Agarwal, Aditika",http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=psyc17&NEWS=N&AN=2020-17189-078,English,,,"Neurodegenerative disorders have rung the alarming bell with their burgeoning prevalence and global burden. Mild Cognitive Impairment (MCI) is turning out as a global epidemic of severe concern for developing and low-income economies like ours. India ranked third in the world for having a huge number of people with dementia. MCI is the transitional phase between normal aging process and Alzheimer's disease. Being insidious in nature, its early detection through neuropsychological testing procedure is of utmost importance and if undiagnosed it may lead to irreversible diseases such as Alzheimer's. Hence, to tackle the menace being imposed by MCI, the scientific groups have devised novel therapeutic approaches to counteract the ever increasing epidemic of MCI and complications associated with. In the current scenario, role of vitamin B12 in improving cognition levels in the geriatric population is gaining wide impetus. Scientific reports have proposed that vitamin B12 supplementation has shown protective effect in treatment of neurological disorders. With these findings providing strong basis, the vitamin B12 might enhance cognitive functions and maintain the overall brain health. Secondly, flaxseeds amongst the prime functional food are the need-of-the-hour. Flaxseeds are a potent source of omega-3 fatty acids, most significantly alpha-linolenic acid (ALA). It has shown to provide risk modulation against neurological disorders notably Alzheimer's disease, dementia, etc, cardiovascular benefits, beneficial changes in blood lipid profile, protection against some types of cancer and many more. These valuable properties of vitamin B12 and flaxseeds pave a way forward to further study the content analysis, acceptability of flaxseeds and the efficacy of both on cognitive impairment. Hence, the present study was taken with the three major objectives: 1) Baseline assessment of diet, nutrition and health status of cognitively impaired elderly with MCI. 2) Food product development using omega-3 fatty acid rich flaxseeds and sensory trials. 3) Intervention and impact evaluation of the MCI elderly group with Omega -3 fatty acids and Vitamin B12 supplementation. The gas chromatography technique was applied for proximate and fatty acid estimation of raw versus roasted flaxseeds. Then the method of substitution was employed for roasted flaxseeds incorporation in widely popular Indian food items. The products included were khichdi, porridge, laddoo and mukhwaas and evaluated for organoleptic assessment using the 9-point Hedonic scale and the Composite scoring test. In the final phase III of the study trial, 120 willingly consenting elderly were conveniently enrolled under two subgroups namely, Group 1 with methylcobalamin injectable doses for the B12 intervention (n=60) and the Group 2 with methylcobalamin (B12) injectable doses B12 plus roasted flaxseeds (omega-3 fatty acid) (n=60) respectively for 6 months period on a dose dependent basis as per prescribed regime of Association of Physicians of India in the sequence of 1000 microg injectable doses everyday for one week, followed by 1000 microg every week for 4 weeks and then 1000 microg monthly dose for a period of four months. Second group was supplemented daily with 20 g roasted flaxseeds (rich omega-3 fatty acid source) having consumed 10 g of roasted flaxseeds at post lunch and post dinner respectively. A pilot study was prior conducted on the patients to be supplemented with 20 g flaxseeds to rule any toxic impact and no deleterious effects were assessed from their kidney and liver function profiles. In the phase I, 120 subjects (60 -85 yrs) were enrolled by the convenient sampling design from the government and private hospitals of urban Vadodara. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (PsycINFO Ovid 21/09/2022) 2958","RAYYAN-INCLUSION: {""Andra""=>""Excluded"", ""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Intervention (no intervention evaluated)",,*Alzheimer's Disease;*Cognitive Impairment;*Dementia;*Epidemics;*Fatty Acids;Dietary Supplements;Nervous System Disorders;Vitamin Therapy;Vitamin D;Vitamin U;Riboflavin;Vitamin A;Biotin;Folic Acid;Vitamin B Complex;Vitamin E;Vitamins;Arachidonic Acid;Vitamin B 12;Ascorbic Acid;Tocopherols,,
rayyan-883472345,Benefits of curcumin in brain disorders,2019,9,,Biofactors,1872-8081,45,5,666-689,"Bhat, A. and Mahalakshmi, A. M. and Ray, B. and Tuladhar, S. and Hediyal, T. A. and Manthiannem, E. and Padamati, J. and Ch and ra, R. and Chidambaram, S. B. and Sakharkar, M. K.",https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med16&AN=31185140http://pmt-eu.hosted.exlibrisgroup.com/openurl/44LSE/44LSE_services_page?sid=OVID:medline&id=pmid:31185140&id=doi:10.1002%2Fbiof.1533&issn=0951-6433&isbn=&volume=45&issue=5&spage=666&pages=666-689&date=2019&title=Biofactors&atitle=Benefits+of+curcumin+in+brain+disorders.&aulast=Bhat,,,,"Curcumin is widely consumed in Asia either as turmeric directly or as one of the culinary ingredients in food recipes. The benefits of curcumin in different organ systems have been reported extensively in several neurological diseases and cancer. Curcumin has got its global recognition because of its strong antioxidant, anti-inflammatory, anti-cancer, and antimicrobial activities. Additionally, it is used in diabetes and arthritis as well as in hepatic, renal, and cardiovascular diseases. Recently, there is growing attention on usage of curcumin to prevent or delay the onset of neurodegenerative diseases. This review summarizes available data from several recent studies on curcumin in various neurological diseases such as Alzheimer's disease, Parkinson's disease, Multiple Sclerosis, Huntington's disease, Prions disease, stroke, Down's syndrome, autism, Amyotrophic lateral sclerosis, anxiety, depression, and aging. Recent advancements toward increasing the therapeutic efficacy of curcuma/curcumin formulation and the novel delivery strategies employed to overcome its minimal bioavailability and toxicity studies have also been discussed. This review also summarizes the ongoing clinical trials on curcumin for different neurodegenerative diseases and patent details of curcuma/curcumin in India. Copyright © 2019 International Union of Biochemistry and Molecular Biology. (Medline Ovid 21/09/2022) 120","RAYYAN-INCLUSION: {""Andra""=>""Excluded"", ""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Intervention (no intervention evaluated)",https://dx.doi.org/10.1002/biof.1533,"*Alzheimer Disease/dt [Drug Therapy];Alzheimer Disease/me [Metabolism];Alzheimer Disease/pp [Physiopathology];Amyotrophic Lateral Sclerosis/dt [Drug Therapy];Amyotrophic Lateral Sclerosis/me [Metabolism];Amyotrophic Lateral Sclerosis/pp [Physiopathology];Animals;Anxiety/dt [Drug Therapy];Anxiety/me [Metabolism];Anxiety/pp [Physiopathology];Autistic Disorder/dt [Drug Therapy];Autistic Disorder/me [Metabolism];Autistic Disorder/pp [Physiopathology];Biological Availability;Curcuma/ch [Chemistry];Curcumin/ip [Isolation & Purification];*Curcumin/pd [Pharmacology];*Dementia/dt [Drug Therapy];Dementia/me [Metabolism];Dementia/pp [Physiopathology];Depression/dt [Drug Therapy];Depression/me [Metabolism];Depression/pp [Physiopathology];*Drug Delivery Systems/mt [Methods];Glioma/dt [Drug Therapy];Glioma/me [Metabolism];Glioma/pp [Physiopathology];Humans;Huntington Disease/dt [Drug Therapy];Huntington Disease/me [Metabolism];Huntington Disease/pp [Physiopathology];Multiple Sclerosis/dt [Drug Therapy];Multiple Sclerosis/me [Metabolism];Multiple Sclerosis/pp [Physiopathology];Muscular Atrophy, Spinal/dt [Drug Therapy];Muscular Atrophy, Spinal/me [Metabolism];Muscular Atrophy, Spinal/pp [Physiopathology];Neuroprotective Agents/ip [Isolation & Purification];*Neuroprotective Agents/pd [Pharmacology];*Parkinson Disease/dt [Drug Therapy];Parkinson Disease/me [Metabolism];Parkinson Disease/pp [Physiopathology];Patents as Topic;Prion Diseases/dt [Drug Therapy];Prion Diseases/me [Metabolism];Prion Diseases/pp [Physiopathology];Stroke/dt [Drug Therapy];Stroke/me [Metabolism];Stroke/pp [Physiopathology];0 (Neuroprotective Agents);IT942ZTH98 (Curcumin);Brain;Brain Diseases",,
rayyan-883472346,Effect of extended nursing on the behavioral and psychological symptoms and cognitive dysfunction of patients with moderate and severe Alzheimer's disease,2020,,,Indian Journal of Pharmaceutical Sciences,0250-474X 1998-3743,82,,6-9,"Chen, M. and Bai, Y. and Zhou, X. and Chen, W. and He, D. and Li, Y.",https://www.ijpsonline.com/articles/effect-of-extended-nursing-on-the-behavioral-and-psychological-symptoms-and-cognitive-dysfunction-of-patients-with-moder.pdf http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=emed21&NEWS=N&AN=2008508098,English,,,"The purpose of this investigation is to study the effect of extended nursing on the behavioral and psychological symptoms and cognitive dysfunction of patients with moderate and severe Alzheimer's disease. A total of 102 patients with moderate and severe Alzheimer's disease admitted to the People's Hospital of Nanjing Medical University from February 2016 to March 2018 were randomly divided into the observation group and the control group. The control group received routine health education and nursing guidance after discharge, while the observation group received additional extended nursing scheme for 1 y, including daily living ability training, body function training, language training, memory training, music therapy, psychological nursing support and offline collective activities of patients. The scores of behavioral pathology assessment scale of Alzheimer's disease, Montreal cognitive assessment, and Barthel activities of daily living were compared between the two groups. There was no significant difference in the scores of behavioral pathology assessment scale of Alzheimer's, Montreal cognitive assessment and Barthel activities of daily living between the two groups on admission. One year later, the behavioral pathology assessment scale of Alzheimer's disease scores of the observation group were significantly lower than that of the control group (p<0.05), the Montreal cognitive assessment scores and Barthel activities of daily living scores of the observation group were significantly higher than that of the control group (p<0.05). The extended nursing scheme of this study improved the behavioral and psychological symptoms of Alzheimer's disease patients significantly, including anxiety, fear, hallucination, delusion, emotional disorder, aggressive behavior, behavioral disorder and circadian rhythm disorder. It could also improve the cognitive ability of Alzheimer's disease patients significantly, and improve their ability to handle daily life activities.Copyright © 2020 Indian Pharmaceutical Association. All rights reserved. (Embase Ovid 21/09/2022) 1415","RAYYAN-INCLUSION: {""Jane""=>""Included"", ""Frank""=>""Included"", ""Jiayi""=>""Included"", ""Aina""=>""Included"", ""Zhixin""=>""Included""}",,adult;aged;aggression;*Alzheimer disease;anxiety;article;*behavior;behavior disorder;brain function;circadian rhythm;*cognitive defect;controlled study;daily life activity;emotional disorder;fear;female;follow up;hallucination;health education;human;individual behavior assessment;language development;major clinical study;male;memory;middle aged;Montreal cognitive assessment;music therapy;*nursing;nursing intervention;nursing staff;observational study;psychologic assessment;psychotherapy;quality of life;questionnaire;self care;training;Alzheimer Disease,,
rayyan-883472347,Effect of traditional opera on older adults with dementia,2020,3,,Geriatric Nursing,1528-3984,41,2,118-123,"Chen, X. and Li, D. and Xu, H. and Hu, Z.",https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med17&AN=31564448http://pmt-eu.hosted.exlibrisgroup.com/openurl/44LSE/44LSE_services_page?sid=OVID:medline&id=pmid:31564448&id=doi:10.1016%2Fj.gerinurse.2019.08.002&issn=0197-4572&isbn=&volume=41&issue=2&spage=118&pages=118-123&date=2020&title=Geriatric+Nursing&atitle=Effect+of+traditional+opera+on+older+adults+with+dementia.&aulast=Chen,,,,"This study evaluates the effectiveness of traditional Chinese opera on older adults with dementia; those who met the inclusion criteria were categorized into intervention (n=21) and control (n=22) groups. Traditional Chinese opera was organized for the intervention group for 12 weeks. The Mini-Mental State Examination (MMSE), the Chinese version of the neuropsychiatric inventory (CNPI), and Quality of Life in Alzheimer's disease (QOL-AD) assessed the effectiveness at the pre-test stage and after 6 and 12 weeks of the intervention, and generalized estimated equation was used for statistical analysis. Statistically significant (P < 0.05) differences were observed between the intervention and control groups in terms of MMSE, CNPI, and QOL-AD. Traditional Chinese opera can potentially be an effective therapy for improving the cognitive function of older adults with dementia, reducing their behavioral and psychiatric symptoms and enhancing their quality of life. Copyright © 2019 Elsevier Inc. All rights reserved. (Medline Ovid 21/09/2022) 393","RAYYAN-INCLUSION: {""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Study design (not randomised)",https://dx.doi.org/10.1016/j.gerinurse.2019.08.002,"Aged;Aged, 80 and over;China;Cognition;Controlled Before-After Studies;Dementia/px [Psychology];*Dementia/th [Therapy];Female;Humans;Male;*Music Therapy;Neuropsychological Tests;Quality of Life;Social Behavior;Dementia",,
rayyan-883472348,An intervention to reduce neuropsychiatric symptoms and caregiver burden in dementia: Preliminary results from a randomized trial of the tailored activity program-outpatient version,2019,,,International Journal of Geriatric Psychiatry,0885-6230,34,9,1301-1307,"de Oliveira, Alex and Martini, ra and Radanovic, Marcia and Homem de Mello, Patricia Cotting and Buchain, Patricia Cardoso and Dias Vizzotto, Adriana and Harder, Janaina and Stella, Florindo and Piersol, Catherine Verrier and Gitlin, Laura N. and Forlenza, Orestes Vicente",http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=psyc16&NEWS=N&AN=2018-36341-001,English,,,"Objective: To evaluate the efficacy of the tailored activity program-outpatient version (TAP-O) and to reduce neuropsychiatric symptoms (NPS) in patients with dementia and caregiver burden compared with a control group (psychoeducation intervention). Methods: Twenty-one persons with dementia and their caregivers were recruited and randomized. The intervention group received TAP-O, designed for outpatients with dementia and their caregivers. TAP-O consisted of eight sessions in which an occupational therapist assessed the patient's abilities and interests; prescribed tailored activities; and educated caregivers about dementia, NPS, and how to implement meaningful activities in the daily routine. The control group received eight sessions of a psychoeducation intervention about dementia and NPS. Results: Compared with controls, patients receiving TAP-O had a significant decrease in hallucination (P = 0.04), agitation (P = 0.03), anxiety (P = 0.02), aggression (P = 0.01), sleep disorder (P = 0.02), aberrant motor behavior (P = 0.02), and in caregiver burden (P = 0.003). Conclusions: Findings suggest that TAP-O may be an effective nonpharmacological strategy to reduce NPS of outpatients with dementia and to minimize caregiver burden. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (PsycINFO Ovid 21/09/2022) 3167","RAYYAN-INCLUSION: {""Jane""=>""Included"", ""Frank""=>""Included"", ""Jiayi""=>""Included"", ""Aina""=>""Included"", ""Zhixin""=>""Included""}",https://dx.doi.org/10.1002/gps.4958,*Caregiver Burden;*Dementia;*Psychoeducation;*Treatment Effectiveness Evaluation;*Group Intervention;Occupational Therapists;Outpatients;Test Construction;Caregiving;Dementia,,
rayyan-883472349,Cognitive stimulation program in mild cognitive impairment A randomized controlled trial,2020,4,,Dementia & Neuropsychologia,1980-5764,14,2,110-117,"Gomez-Soria, I. and Peralta-Marrupe, P. and Plo, F.",https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=pmnm&AN=32595879http://pmt-eu.hosted.exlibrisgroup.com/openurl/44LSE/44LSE_services_page?sid=OVID:medline&id=pmid:32595879&id=doi:10.1590%2F1980-57642020dn14-020003&issn=1980-5764&isbn=&volume=14&issue=2&spage=110&pages=110-117&date=2020&title=Dementia+%26+Neuropsychologia&atitle=Cognitive+stimulation+program+in+mild+cognitive+impairment+A+randomized+controlled+trial.&aulast=Gomez-Soria,,,,"Non-pharmacological cognitive interventions in mild cognitive impairment have demonstrated promising results in preventing or delaying cognitive impairment and functional disability. Cognitive stimulation seems to improve and maintain cognitive and social activity. OBJECTIVE: This study aimed to evaluate the impact of a cognitive stimulation program in mild cognitive impairment (MCI) at the cognitive level on activities of daily living (ADLs), and levels of anxiety and depression. METHODS: A randomized controlled single-blind trial involving 122 non-institutionalized elderly with a MEC-35 score of 24-27 was conducted. The intervention group (n=54) received the intervention (10-week cognitive stimulation program) and was compared with a control group (n=68) that received no intervention. Follow-up assessments were conducted post-test and at 6 months post-test. The primary outcome was cognitive function determined by changes in scores on the Spanish version (MEC-35) of the Mini-Mental State Examination, while the secondary outcomes were measured by the Barthel Index, Lawton and Brody Scale, Goldberg Questionnaire (anxiety sub-scale) and the Yesavage Geriatric Depression Scale (15-item version). RESULTS: The intervention group showed a significant improvement in cognitive function at both timepoints, post-test and 6-month follow-up. The Barthel Index was higher in the intervention group, but only on the post-test analysis. The intervention did not improve the performance of instrumental ADLs or depression or anxiety levels. CONCLUSION: The findings showed cognitive improvements in an elderly population with MCI in the short and medium-term and improved basic ADLs in the short term. Clinicaltrials.gov Identifier: NCT03831061. (Medline Ovid 21/09/2022) 216","RAYYAN-INCLUSION: {""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Setting (not low- and middle-income country)",https://dx.doi.org/10.1590/1980-57642020dn14-020003,Cognition,,
rayyan-883472350,Effect of stent combined with drugs therapy on cognitive function in patients with symptomatic severe vertebrobasilar artery stenosis and cognitive dysfunction,2020,,,Chinese Journal of Contemporary Neurology and Neurosurgery,1672-6731,20,3,230-241,"Gong, W. T. and Pei, H. T. and Liu, F. F. and Wang, N. D. and Liu, T. H. and Sun, Y. J. and Liu, P. and Zhang, X. J. and Zhang, Y.",http://cjcnn.org/index.php/cjcnn/issue/archive http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=emed21&NEWS=N&AN=2005496706,Chinese,,,"Objective: To compare the effects of stent combined with drug therapy and aggressive drug therapy alone on cognitive function for patients with symptomatic severe intracranial vertebrobasilar artery stenosis and cognitive dysfunction. Method(s): A total of 53 patients from October 2016 to March 2019 with symptomatic severe intracranial vertebrobasilar artery stenosis and cognitive dysfunction were collected. Patients were divided into 2 groups[stent combined with drugs group (n=31) and aggressive drugs alone group (n=22)] based on patients' informed consent. Perioperative status of stent combined with drugs group and incidence of adverse events in both groups were analyzed. Montreal Congnitive Assessment (MoCA) scores were compared in hospitalization period, 1 month and 6 months at follow-up in order to evaluate the improvement of cognition. Then subgroup analysis of different collateral circulation status before stent combined with drugs group was conducted. Result(s): There were 2 cases of perioperative complication in stent combined with drugs group, and there was no statistical difference in cumulative incidence of adverse events and ischemic stroke between 2 groups. According to the comparion that MoCA scores in hospitalization, 1 month and 6 months at follow-up in two different therapy groups, the score of delayed recall had statistical significance (P=0.005), which indicted stent group had advantages in delayed recall over drugs group. The scores of total MoCA (P=0.000), line connection test (P=0.028), drawing clock (P=0.006), attention (P=0.001) and delayed recall (P=0.000) had statistical significance in different follow-up time points and were significantly improved in stent group. In stent group, the scores of total MoCA (P=0.000, 0.000, 0.009) and attention (P=0.000, 0.000, 0.030) improved in succession in the time of before treatment, 1 month and 6 months at follow-up. However, the scores of line connection test (P=0.001, 0.000), drawing clock (P=0.006, 0.000), and delayed recall (P=0.000, 0.000) improved mainly within first month at discharge. As to the scores of MoCA in different preoperative collateral circulation status groups, sentence repetition only had statistical significance (P=0.021). The scores of total MoCA (P=0.000), line connection test (P=0.000), drawing clock (P=0.002), attention (P=0.000) and delayed recall (P=0.000) had statistical significance in different follow-up time points. In further comparion of changes of MoCA scores at different time points in 2 preoperative collateral circulation status groups, scores of total MoCA (P=0.006, 0.006) and attention (P=0.005, 0.002) were higher at follow-up of 6 month than these in hospitalization and 1 month follow-up in good collateral group, which suggested the scores above improved mainly between 1 month and 6 month at discharge. The score of delayed recall at discharge after 6 month was higher than it in hospitalization. The scores of total MoCA (P=0.000, 0.000), line connection test (P=0.003, 0.001), drawing clock (P=0.004, 0.001), attention (P=0.000, 0.000) and delayed recall (P=0.000, 0.000) were higher at follow-up of 1 month and 6 month than these in hospitalization in poor collateral group, which suggested the scores above improved mainly within first month at discharge. Conclusion(s): As to the patients with symptomatic severe vertebrobasilar artery stenosis and cognitive dysfunction, the improvement in multiple cognitive domains of stent combined with drugs therapy and the advantage over aggressive drugs alone group were observed. Meanwhile, the time of cognitive benefit was earlier in poor preoperative collateral circulation status groups than in good collateral group.Copyright © 2020 by the Editorial Board of Chinese Journal of Contemporary Neurology and Neurosurgery. (Embase Ovid 21/09/2022) 1582","RAYYAN-INCLUSION: {""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Study design (not randomised)",https://dx.doi.org/10.3969/j.issn.1672-6731.2020.03.016,"adverse event;article;*basilar artery obstruction/dt [Drug Therapy];*basilar artery obstruction/su [Surgery];brain ischemia;*cognition;*cognitive defect/dt [Drug Therapy];controlled study;disease severity;general condition improvement;hospital discharge;hospitalization;human;informed consent;major clinical study;Montreal cognitive assessment;perioperative period;peroperative complication;*vertebral artery stenosis/dt [Drug Therapy];*vertebral artery stenosis/su [Surgery];*drug/dt [Drug Therapy];*arterial stent;*vertebrobasilar artery stenosis/dt [Drug Therapy];*vertebrobasilar artery stenosis/su [Surgery];Stents;Drug Therapy, Combination;Cognitive Therapy;Drug Combinations",,
rayyan-883472351,Advancing family dementia caregiver interventions in low- and middle-income countries: A pilot cluster randomized controlled trial of Resources for Advancing Alzheimer's Caregiver Health in Vietnam (REACH VN),2020,,,Alzheimer's & Dementia : Translational Research & Clinical Interventions,2352-8737,6,1,e12063,"Hinton, L. and Nguyen, H. and Nguyen, H. T. and Harvey, D. J. and Nichols, L. and Martindale-Adams, J. and Nguyen, B. T. and Nguyen, B. T. T. and Nguyen, A. N. and Nguyen, C. H. and Nguyen, T. T. H. and Nguyen, T. L. and Nguyen, A. T. P. and Nguyen, N. B. and Tiet, Q. Q. and Nguyen, T. A. and Nguyen, P. Q. and Nguyen, T. A. and Pham, T.",https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=pmnm&AN=33532542http://pmt-eu.hosted.exlibrisgroup.com/openurl/44LSE/44LSE_services_page?sid=OVID:medline&id=pmid:33532542&id=doi:10.1002%2Ftrc2.12063&issn=2352-8737&isbn=&volume=6&issue=1&spage=e12063&pages=e12063&date=2020&title=Alzheimer%27s+%26+Dementia+%3A+Translational+Research+%26+Clinical+Interventions&atitle=Advancing+family+dementia+caregiver+interventions+in+low-+and+middle-income+countries%3A+A+pilot+cluster+randomized+controlled+trial+of+Resources+for+Advancing+Alzheimer%27s+Caregiver+Health+in+Vietnam+%28REACH+VN%29.&aulast=Hinton,,,,"INTRODUCTION: Low- and middle-income countries have rapidly increasing numbers of people with dementia, yet little evidence on family caregiving interventions. We tested the preliminary efficacy and feasibility of a family caregiving intervention in northern Vietnam. METHODS: Nine clusters comprising 60 family caregivers were randomized to a culturally adapted version of a four- to six-session, multicomponent intervention delivered in-home over 2 to 3 months, or enhanced control. Eligible caregivers were >=18 years of age and scored >=6 on the Zarit Burden Inventory (ZBI). RESULTS: Fifty-one caregivers (85%) completed the study. Using analysis of covariance with 3-month assessment as the outcome and baseline assessment as a covariate, intervention group caregivers had an average ZBI (primary outcome) score 1.2 standard deviation (SD) lower (P = .02) and Patient Health Questionnaire-4 (psychological distress) score 0.7 SD lower (P = .03) than controls. DISCUSSION: In the first study of its kind in Vietnam, a culturally adapted, manualized, family caregiver intervention was both efficacious and feasible. Copyright © 2021 The Authors. Alzheimer's & Dementia: Translational Research & Clinical Interventions published by Wiley Periodicals, Inc. on behalf of Alzheimer's Association. (Medline Ovid 21/09/2022) 20","RAYYAN-INCLUSION: {""Jane""=>""Included"", ""Frank""=>""Included"", ""Jiayi""=>""Included"", ""Aina""=>""Included"", ""Zhixin""=>""Included""}",https://dx.doi.org/10.1002/trc2.12063,Dementia;Caregivers;Vietnam,,
rayyan-883472352,A game-based neurofeedback training system to enhance cognitive performance in healthy elderly subjects and in patients with amnestic mild cognitive impairment,2019,,,Clinical Interventions in Aging,1176-9092 1178-1998,14,,347-360,"Jirayucharoensak, S. and Israsena, P. and Pan-Ngum, S. and Hemrungrojn, S. and Maes, M.",https://www.dovepress.com/getfile.php?fileID=48134 http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=emed20&NEWS=N&AN=2002039960,English,,,"Introduction: This study examines the clinical efficacy of a game-based neurofeedback training (NFT) system to enhance cognitive performance in patients with amnestic mild cognitive impairment (aMCI) and healthy elderly subjects. The NFT system includes five games designed to improve attention span and cognitive performance. The system estimates attention levels by investigating the power spectrum of Beta and Alpha bands. Method(s): We recruited 65 women with aMCI and 54 healthy elderly women. All participants were treated with care as usual (CAU); 58 were treated with CAU + NFT (20 sessions of 30 minutes each, 2-3 sessions per week), 36 with CAU + exergame-based training, while 25 patients had only CAU. Cognitive functions were assessed using the Cambridge Neuropsychological Test Automated Battery both before and after treatment. Result(s): NFT significantly improved rapid visual processing and spatial working memory (SWM), including strategy, when compared with exergame training and no active treatment. aMCI was characterized by impairments in SWM (including strategy), pattern recognition memory, and delayed matching to samples. Conclusion(s): In conclusion, treatment with NFT improves sustained attention and SWM. Nevertheless, NFT had no significant effect on pattern recognition memory and short-term visual memory, which are the other hallmarks of aMCI. The NFT system used here may selectively improve sustained attention, strategy, and executive functions, but not other cognitive impairments, which characterize aMCI in women.Copyright © 2019 Jirayucharoensak et al. (Embase Ovid 21/09/2022) 2037","RAYYAN-INCLUSION: {""Jane""=>""Excluded"", ""Frank""=>""Excluded"", ""Jiayi""=>""Excluded"", ""Aina""=>""Excluded"", ""Zhixin""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Study design (not randomised)",https://dx.doi.org/10.2147/CIA.S189047,aged;*amnesia/th [Therapy];article;attention;brain function;*cognition;cognitive function test;controlled study;electroencephalogram;executive function;female;*game;human;major clinical study;*mild cognitive impairment/di [Diagnosis];*mild cognitive impairment/th [Therapy];*neurofeedback;pattern recognition;short term memory;spatial memory;Thailand;therapy effect;*training;visual memory;working memory;Cambridge Neuropsychological Test Automated Battery;*game-based neurofeedback training;sustained attention;visual processing;Nootropic Agents;Cognition,,
