"","V1","pvalue","V3"
"1","200678_x_at","0.00472534296847958","+"
"2","202546_at","4.45203849195642e-05","+"
"3","203085_s_at","0.0183948907674429","+"
"4","203381_s_at","0.0105555686352271","+"
"5","204057_at","0.00750947270379265","+"
"6","207808_s_at","3.59455969579179e-05","+"
"7","208540_x_at","3.59453346316693e-05","+"
"8","209312_x_at","2.41874778148354e-05","+"
"9","210088_x_at","0.000173841464094487","+"
"10","210147_at","0.0125734214761712","-"
"11","210395_x_at","0.000436594316586607","+"
"12","211990_at","0.00127784923536781","+"
"13","212829_at","0.0137001854224996","+"
"14","214110_s_at","0.0332242851926283","+"
"15","215039_at","0.0406312119722258","+"
"16","215963_x_at","0.00225797151061695","+"
"17","216041_x_at","0.0097669107701136","+"
"18","217142_at","0.00459613490462359","+"
"19","222288_at","0.0274881922784862","+"
"20","213867_x_at","0.00845264290539026","+"
"21","205132_at","2.44126261878004e-12","+"
"22","204498_s_at","2.16448306363352e-05","-"
"23","201952_at","0.0335980521623507","+"
"24","201425_at","0.0435434926121916","-"
"25","201012_at","0.00588214985694356","+"
"26","201590_x_at","0.00172734228003434","+"
"27","210427_x_at","0.000493602777564331","+"
"28","213503_x_at","0.000539668630656618","+"
"29","208816_x_at","0.000582347559763036","+"
"30","201301_s_at","0.00245891558321099","+"
"31","204416_x_at","0.00538083674010738","+"
"32","203404_at","0.00217690157101512","+"
"33","211963_s_at","0.00208547809766425","+"
"34","219087_at","0.00553066110109189","+"
"35","220948_s_at","0.00136737370747886","+"
"36","208836_at","8.31011266292651e-07","+"
"37","202391_at","0.00522803469501065","+"
"38","201261_x_at","0.000256649252120705","+"
"39","213905_x_at","0.0422390094228144","+"
"40","211725_s_at","0.00438325777643863","+"
"41","219116_s_at","0.0124612192031291","+"
"42","219563_at","0.00948251719124198","+"
"43","218232_at","4.39702487597989e-08","+"
"44","202953_at","7.21824719368087e-05","+"
"45","212067_s_at","1.66745566316689e-05","+"
"46","208747_s_at","2.37134896843705e-06","+"
"47","204365_s_at","0.0491162728866274","+"
"48","217767_at","0.00315759160159478","+"
"49","209906_at","0.0235123433098382","+"
"50","214428_x_at","0.0212895246007899","+"
"51","41047_at","0.00425548093897316","+"
"52","200953_s_at","0.0020688262166221","+"
"53","201743_at","3.52246124132866e-07","+"
"54","203645_s_at","2.37925127939643e-05","+"
"55","215049_x_at","1.68903204367184e-05","+"
"56","204192_at","0.023526275650116","+"
"57","204490_s_at","0.000888380703284527","+"
"58","209835_x_at","0.00149680407781058","+"
"59","212063_at","0.000227671471746129","+"
"60","209619_at","0.00466335486142543","+"
"61","202910_s_at","0.0118812892115574","+"
"62","201028_s_at","0.00541693333198288","+"
"63","201029_s_at","0.00455464665063698","+"
